G[2,2](hr >= 73.576 & Pulse >= 82.346) [Discrimination Score: 0.100; Robustness + : -0.701; Robustness - : -2.489; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.951 | AF <= 0.399) & cosen >= -0.983) [Discrimination Score: 2.116; Robustness + : 0.233; Robustness - : -1.107; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.868 -> LOS >= 3.358) [Discrimination Score: 0.856; Robustness + : -0.868; Robustness - : -3.928; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,2] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 20.683 & CREATININE >= 0.929) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 69.856 & Pulse >= 75.274) [Discrimination Score: 0.054; Robustness + : 5.525; Robustness - : 4.583; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.864 | AF <= 0.430) & cosen >= -1.718) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.490 -> LOS >= 2.961) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[2,2] (death = 0.037)) [Discrimination Score: 1.500; Robustness + : -0.006; Robustness - : -0.006; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 19.924 & CREATININE >= 0.884) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 65.538 & Pulse >= 76.979) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.893 | AF <= 0.098) & cosen >= -0.843) [Discrimination Score: 2.065; Robustness + : 0.004; Robustness - : -1.247; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.734 -> LOS >= 4.315) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,1] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.297 & CREATININE >= 0.816) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 70.051 & Pulse >= 70.579) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.955 | AF <= 0.478) & cosen >= -1.645) [Discrimination Score: 1.688; Robustness + : 0.455; Robustness - : -0.420; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.248 -> LOS >= 2.959) [Discrimination Score: 0.786; Robustness + : -1.041; Robustness - : -4.071; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[0,1] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.011 & CREATININE >= 0.804) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 66.187 & Pulse >= 77.824) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.969 | AF <= 0.248) & cosen >= -1.127) [Discrimination Score: 1.846; Robustness + : 0.220; Robustness - : -0.915; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.274 -> LOS >= 3.394) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,2] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.750 & CREATININE >= 0.869) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 67.130 & Pulse >= 80.035) [Discrimination Score: -0.215; Robustness + : 2.456; Robustness - : 8.251; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.986 | AF <= 0.431) & cosen >= -2.064) [Discrimination Score: 1.086; Robustness + : 0.392; Robustness - : -0.026; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.269 -> LOS >= 2.212) [Discrimination Score: 0.771; Robustness + : -1.788; Robustness - : -4.788; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,2] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.474 & CREATININE >= 0.859) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 79.722 & Pulse >= 71.360) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.984 | AF <= 0.342) & cosen >= -1.669) [Discrimination Score: 1.444; Robustness + : 0.322; Robustness - : -0.396; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.160 -> LOS >= 2.898) [Discrimination Score: 0.775; Robustness + : -1.102; Robustness - : -4.110; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.016) U[0,1] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 20.373 & CREATININE >= 0.883) [Discrimination Score: 0.696; Robustness + : -0.449; Robustness - : -0.627; Percent Class + : 0.000; Percent Class - : 1.000]
