G[2,2](hr >= 63.429 & Pulse >= 67.086) [Discrimination Score: -1.037; Robustness + : 2.346; Robustness - : 14.057; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.307 | AF <= 0.456) & cosen >= -2.511) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.334 -> LOS >= 1.143) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,1] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 79.135 & CREATININE >= 1.726) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 64.066 & Pulse >= 72.590) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.070 | AF <= 0.473) & cosen >= -2.599) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.279 -> LOS >= 1.557) [Discrimination Score: 1.617; Robustness + : -0.279; Robustness - : -5.872; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[2,2] (death = 0.077)) [Discrimination Score: 3.000; Robustness + : -0.013; Robustness - : -0.013; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 66.973 & CREATININE >= 2.421) [Discrimination Score: -0.325; Robustness + : -4.569; Robustness - : -1.321; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 77.066 & Pulse >= 73.072) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.136 | AF <= 0.318) & cosen >= -2.600) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.404 -> LOS >= 2.294) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[1,1] (death = 0.077)) [Discrimination Score: 1.000; Robustness + : -0.006; Robustness - : -0.006; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 34.004 & CREATININE >= 2.331) [Discrimination Score: -0.454; Robustness + : -10.906; Robustness - : -1.231; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 71.461 & Pulse >= 70.784) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.405 | AF <= 0.268) & cosen >= -2.279) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.496 -> LOS >= 1.232) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.031) U[0,2] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 31.285 & CREATININE >= 1.284) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 64.168 & Pulse >= 71.868) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.369 | AF <= 0.489) & cosen >= -2.476) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.378 -> LOS >= 1.622) [Discrimination Score: 1.321; Robustness + : -0.378; Robustness - : -4.521; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.032) U[0,1] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 76.127 & CREATININE >= 2.098) [Discrimination Score: -0.268; Robustness + : -2.852; Robustness - : -0.998; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 76.078 & Pulse >= 73.232) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.212 | AF <= 0.064) & cosen >= -2.194) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.441 -> LOS >= 2.153) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[1,2] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 36.559 & CREATININE >= 1.101) [Discrimination Score: -0.447; Robustness + : -9.327; Robustness - : -0.001; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 66.378 & Pulse >= 69.425) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.377 | AF <= 0.179) & cosen >= -2.533) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.398 -> LOS >= 2.014) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.032) U[0,1] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 46.057 & CREATININE >= 1.999) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 76.438 & Pulse >= 70.427) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.098 | AF <= 0.033) & cosen >= -2.195) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.361 -> LOS >= 1.306) [Discrimination Score: 1.666; Robustness + : -0.361; Robustness - : -6.123; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.030) U[0,0] (death = 0.077)) [Discrimination Score: -1.000; Robustness + : -0.030; Robustness - : -0.030; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 57.685 & CREATININE >= 1.574) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 64.633 & Pulse >= 70.503) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.142 | AF <= 0.439) & cosen >= -2.440) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.328 -> LOS >= 2.024) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.038) U[2,2] (death = 0.077)) [Discrimination Score: -1.000; Robustness + : -0.038; Robustness - : -0.038; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 67.744 & CREATININE >= 2.012) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 69.275 & Pulse >= 71.386) [Discrimination Score: -0.895; Robustness + : -2.516; Robustness - : 11.900; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.199 | AF <= 0.379) & cosen >= -2.368) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.336 -> LOS >= 1.120) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[1,2] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 65.024 & CREATININE >= 2.339) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](direct > 0.092 -> y = 0.940) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](hr > 62.180 -> y = 0.555) [Discrimination Score: 1.230; Robustness + : -9.209; Robustness - : -27.459; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](Pulse < 78.418 -> y = 0.731) [Discrimination Score: -1.201; Robustness + : -9.350; Robustness - : -1.025; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.332 & y = 0.310) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](LOS >= 1.711 & y = 0.911) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ICU_Pt_Days > 0.768) U[0,1] (y = 0.639)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Glasgow_Coma_Scale_Total >= 14.209 & y = 0.612) [Discrimination Score: -1.155; Robustness + : -0.612; Robustness - : -0.484; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](SBP <= 150.544 & y = 0.291) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](n_edrk <= 0.883 -> y = 0.129) [Discrimination Score: 0.865; Robustness + : 0.033; Robustness - : -0.499; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](AF >= 0.012 & y = 0.280) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MET > 0.010) U[0,2] (y = 0.306)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((dfa > 0.619) U[1,2] (y = 0.628)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((cosen >= -2.293) U[2,2] (y = 0.289)) [Discrimination Score: -0.263; Robustness + : 0.062; Robustness - : 0.266; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](SpO2 <= 96.689 -> y = 0.636) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Resp < 19.790) U[0,2] (y = 0.988)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](death <= 0.794 -> y = 0.074) [Discrimination Score: -0.632; Robustness + : -0.794; Robustness - : -0.546; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](srr <= 0.153 & y = 0.760) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](PLATELET_COUNT <= 215.335 & y = 0.232) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](HEMOGLOBIN >= 10.391 -> y = 0.442) [Discrimination Score: -0.679; Robustness + : -0.188; Robustness - : 0.191; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](WHITE_BLOOD_CELL_COUNT <= 8.371 -> y = 0.656) [Discrimination Score: -0.679; Robustness + : -0.208; Robustness - : 0.029; Percent Class + : 1.000; Percent Class - : 0.000]
((lds > 0.926) U[1,2] (y = 0.078)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_hr >= 2.318435094195864e-05) U[1,2] (y = 0.891)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS >= 3.765) U[0,0] (y = 0.310)) [Discrimination Score: 0.598; Robustness + : 0.920; Robustness - : -0.265; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](MAGNESIUM < 2.278 -> y = 0.019) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](CREATININE > 1.457 -> y = 0.389) [Discrimination Score: -0.596; Robustness + : -1.859; Robustness - : 0.357; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE <= 101.447) U[2,2] (y = 0.422)) [Discrimination Score: 0.608; Robustness + : 1.280; Robustness - : -0.497; Percent Class + : 0.000; Percent Class - : 1.000]
