G[2,2](hr >= 85.482 & Pulse >= 77.728) [Discrimination Score: -0.287; Robustness + : -1.159; Robustness - : 6.153; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.143 | AF <= 0.475) & cosen >= -2.472) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 1.000 -> LOS >= 4.217) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.592) U[1,2] (death = 0.015)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 40.523 & CREATININE >= 1.130) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 72.768 & Pulse >= 76.429) [Discrimination Score: 0.058; Robustness + : 7.693; Robustness - : 6.285; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.097 | AF <= 0.246) & cosen >= -2.458) [Discrimination Score: -0.385; Robustness + : 0.049; Robustness - : 0.165; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 1.000 -> LOS >= 4.023) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.040) U[1,1] (death = 0.015)) [Discrimination Score: 2.448; Robustness + : 0.960; Robustness - : 0.117; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 38.834 & CREATININE >= 1.029) [Discrimination Score: -0.785; Robustness + : -0.714; Robustness - : 0.071; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 73.780 & Pulse >= 73.755) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.091 | AF <= 0.054) & cosen >= -2.512) [Discrimination Score: -0.504; Robustness + : 0.046; Robustness - : 0.091; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 1.000 -> LOS >= 6.018) [Discrimination Score: -0.241; Robustness + : -1.982; Robustness - : -1.423; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.416) U[0,1] (death = 0.015)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
