G[0,1](hr >= 69.077 & Pulse >= 73.820) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.372 | AF <= 0.284) & cosen >= -2.416) [Discrimination Score: -0.700; Robustness + : 0.057; Robustness - : 0.173; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.206 -> LOS >= 3.355) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[0,2] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.805 & CREATININE >= 0.915) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 77.985 & Pulse >= 72.315) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.340 | AF <= 0.327) & cosen >= -2.348) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.208 -> LOS >= 2.449) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[1,1] (death = 0.034)) [Discrimination Score: -0.408; Robustness + : -0.005; Robustness - : 0.137; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 19.178 & CREATININE >= 0.803) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 75.940 & Pulse >= 67.180) [Discrimination Score: -0.665; Robustness + : 3.351; Robustness - : 15.809; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.145 | AF <= 0.305) & cosen >= -2.514) [Discrimination Score: -1.441; Robustness + : 0.139; Robustness - : 0.287; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.456 -> LOS >= 2.522) [Discrimination Score: 0.828; Robustness + : -0.478; Robustness - : -3.621; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.010) U[0,1] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 20.588 & CREATININE >= 0.911) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 78.222 & Pulse >= 80.966) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.237 | AF <= 0.383) & cosen >= -2.538) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.130 -> LOS >= 2.672) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[1,2] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 19.382 & CREATININE >= 0.950) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 71.406 & Pulse >= 77.054) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.034 | AF <= 0.341) & cosen >= -2.368) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.446 -> LOS >= 2.125) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[1,2] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 19.359 & CREATININE >= 0.879) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 78.855 & Pulse >= 75.358) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.324 | AF <= 0.427) & cosen >= -2.577) [Discrimination Score: -1.304; Robustness + : 0.203; Robustness - : 0.367; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.377 -> LOS >= 3.377) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[0,0] (death = 0.034)) [Discrimination Score: -4.000; Robustness + : -0.005; Robustness - : -0.005; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 19.794 & CREATININE >= 0.892) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 75.227 & Pulse >= 74.499) [Discrimination Score: -0.066; Robustness + : 3.327; Robustness - : 4.240; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.422 | AF <= 0.037) & cosen >= -2.407) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.179 -> LOS >= 2.331) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.000) U[0,1] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 19.410 & CREATININE >= 0.875) [Discrimination Score: 0.313; Robustness + : -0.963; Robustness - : -1.374; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 68.558 & Pulse >= 76.787) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.025 | AF <= 0.110) & cosen >= -2.422) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.250 -> LOS >= 2.431) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[2,2] (death = 0.034)) [Discrimination Score: -0.408; Robustness + : -0.006; Robustness - : 0.137; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.064 & CREATININE >= 1.014) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 72.241 & Pulse >= 69.620) [Discrimination Score: -0.552; Robustness + : 6.822; Robustness - : 16.951; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.323 | AF <= 0.312) & cosen >= -2.432) [Discrimination Score: -1.225; Robustness + : 0.058; Robustness - : 0.234; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.344 -> LOS >= 3.310) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[1,2] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.861 & CREATININE >= 0.812) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 73.702 & Pulse >= 72.412) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.119 | AF <= 0.409) & cosen >= -2.397) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.453 -> LOS >= 2.211) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.015) U[0,2] (death = 0.034)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 18.891 & CREATININE >= 0.966) [Discrimination Score: 0.836; Robustness + : -1.273; Robustness - : -2.109; Percent Class + : 0.000; Percent Class - : 1.000]
((direct >= 0.042) U[1,2] (y = 0.261)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts > 0.082 & y = 0.674) [Discrimination Score: -1.581; Robustness + : -0.674; Robustness - : -0.425; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](ICU_Pt_Days <= 2.190 & y = 0.782) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((LOS > 2.581) U[0,1] (y = 0.150)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr < 96.848 & y = 0.343) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](cosen > -2.399 -> y = 0.763) [Discrimination Score: 0.679; Robustness + : -0.024; Robustness - : -0.358; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Glasgow_Coma_Scale_Total >= 14.898 -> y = 0.655) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](n_edrk < 0.957 -> y = 0.003) [Discrimination Score: 1.685; Robustness + : -0.004; Robustness - : -0.682; Percent Class + : 0.000; Percent Class - : 1.000]
((Pulse <= 107.534) U[0,1] (y = 0.633)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](TROPONIN_I < 2.374 -> y = 0.641) [Discrimination Score: 1.835; Robustness + : -0.941; Robustness - : -2.314; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](AF >= 0.007 & y = 0.859) [Discrimination Score: -0.866; Robustness + : -0.859; Robustness - : -0.551; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](MET > 0.013 & y = 0.006) [Discrimination Score: 1.581; Robustness + : -0.013; Robustness - : -0.714; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](af < 0.429 & y = 0.653) [Discrimination Score: -1.581; Robustness + : -0.653; Robustness - : -0.434; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](s24_hr < 3.7927766533015364e-07 & y = 0.234) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((death < 0.098) U[1,1] (y = 0.498)) [Discrimination Score: 0.632; Robustness + : 0.098; Robustness - : -0.073; Percent Class + : 0.000; Percent Class - : 1.000]
((tte < -0.072) U[0,1] (y = 0.147)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](O2_Flow < 5.928 -> y = 0.152) [Discrimination Score: -0.544; Robustness + : -3.928; Robustness - : -3.357; Percent Class + : 1.000; Percent Class - : 0.000]
((PLATELET_COUNT > 216.907) U[0,2] (y = 0.657)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PROTIME_INR <= 1.167) U[1,1] (y = 0.983)) [Discrimination Score: 0.671; Robustness + : 0.049; Robustness - : -0.022; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS < 3.400) U[1,1] (y = 0.104)) [Discrimination Score: 0.836; Robustness + : 0.306; Robustness - : -0.100; Percent Class + : 0.000; Percent Class - : 1.000]
((BLOOD_UREA_NITROGEN >= 15.291) U[1,2] (y = 0.924)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM > 8.956) U[0,2] (y = 0.488)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](ALBUMIN >= 3.433 -> y = 0.574) [Discrimination Score: -0.832; Robustness + : -0.126; Robustness - : 0.233; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](GLUCOSE < 200.668 & y = 0.114) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](SODIUM <= 140.029 & y = 0.462) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((POTASSIUM < 4.449) U[0,0] (y = 0.129)) [Discrimination Score: -0.386; Robustness + : 0.233; Robustness - : 0.392; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](TOTAL_BILIRUBIN < 0.659 & y = 0.099) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](CREATININE >= 0.999 & y = 0.436) [Discrimination Score: 1.581; Robustness + : -0.436; Robustness - : -0.528; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](CHLORIDE < 105.645 & y = 0.652) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](ALKALINE_PHOSPHATASE <= 90.823 -> y = 0.851) [Discrimination Score: -0.784; Robustness + : -2.588; Robustness - : 0.157; Percent Class + : 0.000; Percent Class - : 1.000]
((AST_GOT <= 35.382) U[0,2] (y = 0.194)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Mort > 0.028 & y = 0.900) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](TOTAL_PROTEIN <= 6.849 -> y = 0.631) [Discrimination Score: 0.566; Robustness + : -0.271; Robustness - : -0.520; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](HEMOGLOBIN <= 10.048 & y = 0.834) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((ALT_GPT < 24.971) U[1,1] (y = 0.967)) [Discrimination Score: -0.739; Robustness + : 1.581; Robustness - : 2.971; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](Temp > 36.364 & y = 0.750) [Discrimination Score: -1.151; Robustness + : -0.750; Robustness - : -0.465; Percent Class + : 0.000; Percent Class - : 1.000]
