G[1,1](hr >= 73.877 & Pulse >= 68.684) [Discrimination Score: -0.717; Robustness + : -3.134; Robustness - : 11.703; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.206 | AF <= 0.407) & cosen >= -2.476) [Discrimination Score: -0.596; Robustness + : 0.223; Robustness - : 0.365; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 1.000 -> LOS >= 6.075) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.536) U[1,2] (death = 0.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 34.998 & CREATININE >= 1.291) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 73.777 & Pulse >= 74.257) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.872 | AF <= 0.253) & cosen >= -2.548) [Discrimination Score: -0.928; Robustness + : 0.312; Robustness - : 0.675; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 1.000 -> LOS >= 6.271) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.865) U[1,2] (death = 0.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 35.055 & CREATININE >= 1.162) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 68.364 & Pulse >= 71.157) [Discrimination Score: -0.673; Robustness + : -0.230; Robustness - : 12.876; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.736 | AF <= 0.454) & cosen >= -2.419) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 1.000 -> LOS >= 7.406) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.142) U[0,1] (death = 0.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 32.246 & CREATININE >= 1.229) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 70.518 & Pulse >= 66.593) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
