G[0,0](hr >= 81.670 & Pulse >= 90.079) [Discrimination Score: 0.603; Robustness + : 8.810; Robustness - : -4.794; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.112 | AF <= 0.199) & cosen >= -2.365) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.181 -> LOS >= 4.116) [Discrimination Score: -0.392; Robustness + : -5.884; Robustness - : -4.598; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,0] (death = 0.016)) [Discrimination Score: -4.333; Robustness + : -0.008; Robustness - : -0.008; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 17.391 & CREATININE >= 0.593) [Discrimination Score: 3.161; Robustness + : -0.404; Robustness - : -3.609; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 92.402 & Pulse >= 93.576) [Discrimination Score: 0.527; Robustness + : 3.588; Robustness - : -8.291; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.130 | AF <= 0.022) & cosen >= -2.338) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.386 -> LOS >= 3.841) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,2] (death = 0.016)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 14.560 & CREATININE >= 0.510) [Discrimination Score: 3.331; Robustness + : -0.534; Robustness - : -6.440; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 93.651 & Pulse >= 83.233) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.067 | AF <= 0.187) & cosen >= -2.310) [Discrimination Score: 0.243; Robustness + : 0.101; Robustness - : 0.044; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.484 -> LOS >= 9.726) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[0,1] (death = 0.016)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
