G[0,0](hr >= 80.487 & Pulse >= 70.835) [Discrimination Score: -0.116; Robustness + : 11.284; Robustness - : 13.458; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.866 | AF <= 0.912) & cosen >= -1.942) [Discrimination Score: -0.059; Robustness + : -0.058; Robustness - : -0.023; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.727 -> LOS >= 2.394) [Discrimination Score: 1.111; Robustness + : -0.727; Robustness - : -4.480; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[2,2] (death = 0.040)) [Discrimination Score: -0.408; Robustness + : -0.011; Robustness - : 0.132; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 17.401 & CREATININE >= 0.709) [Discrimination Score: 3.602; Robustness + : -0.194; Robustness - : -3.599; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 86.022 & Pulse >= 60.200) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.880 | AF <= 0.968) & cosen >= -2.039) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.658 -> LOS >= 2.441) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.015) U[0,2] (death = 0.040)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 16.681 & CREATININE >= 0.823) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 91.492 & Pulse >= 69.316) [Discrimination Score: -0.009; Robustness + : 0.472; Robustness - : 0.643; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.948 | AF <= 0.883) & cosen >= -1.681) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.725 -> LOS >= 2.339) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
