G[1,1](hr >= 77.834 & Pulse >= 72.718) [Discrimination Score: -1.037; Robustness + : -4.962; Robustness - : 16.171; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.341 | AF <= 0.483) & cosen >= -2.313) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.472 -> LOS >= 2.242) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.020) U[0,1] (death = 0.103)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 21.799 & CREATININE >= 1.010) [Discrimination Score: -0.845; Robustness + : -0.032; Robustness - : 0.090; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 70.229 & Pulse >= 69.906) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.497 | AF <= 0.307) & cosen >= -2.458) [Discrimination Score: -1.666; Robustness + : -0.038; Robustness - : 0.299; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.479 -> LOS >= 3.724) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.044) U[0,0] (death = 0.103)) [Discrimination Score: -0.408; Robustness + : -0.044; Robustness - : 0.099; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 21.366 & CREATININE >= 0.947) [Discrimination Score: -0.845; Robustness + : -0.175; Robustness - : 0.153; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 72.977 & Pulse >= 75.052) [Discrimination Score: -0.739; Robustness + : -5.180; Robustness - : 11.091; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.091 | AF <= 0.450) & cosen >= -2.466) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.462 -> LOS >= 2.489) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.051) U[0,1] (death = 0.103)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 21.418 & CREATININE >= 1.048) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 81.659 & Pulse >= 75.634) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.354 | AF <= 0.280) & cosen >= -2.484) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.477 -> LOS >= 3.769) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[0,1] (death = 0.103)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 21.777 & CREATININE >= 1.030) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 82.249 & Pulse >= 65.105) [Discrimination Score: -1.214; Robustness + : -7.331; Robustness - : 13.905; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.189 | AF <= 0.473) & cosen >= -2.326) [Discrimination Score: -1.558; Robustness + : -0.171; Robustness - : 0.157; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.408 -> LOS >= 2.781) [Discrimination Score: 0.995; Robustness + : -0.408; Robustness - : -4.246; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[1,2] (death = 0.103)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 21.729 & CREATININE >= 0.948) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 70.944 & Pulse >= 63.175) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.185 | AF <= 0.084) & cosen >= -2.630) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.440 -> LOS >= 2.793) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.020) U[1,1] (death = 0.103)) [Discrimination Score: -0.408; Robustness + : -0.020; Robustness - : 0.123; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 21.243 & CREATININE >= 0.957) [Discrimination Score: -0.845; Robustness + : -0.232; Robustness - : 0.143; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 77.175 & Pulse >= 60.507) [Discrimination Score: -1.218; Robustness + : -2.296; Robustness - : 18.979; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.174 | AF <= 0.110) & cosen >= -2.633) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.361 -> LOS >= 3.742) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[0,2] (death = 0.103)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 21.539 & CREATININE >= 0.916) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 78.106 & Pulse >= 69.370) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.117 | AF <= 0.222) & cosen >= -2.360) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.410 -> LOS >= 2.127) [Discrimination Score: 1.028; Robustness + : -0.873; Robustness - : -4.873; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.032) U[0,0] (death = 0.103)) [Discrimination Score: -0.408; Robustness + : -0.032; Robustness - : 0.111; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 21.372 & CREATININE >= 1.034) [Discrimination Score: -0.845; Robustness + : -0.223; Robustness - : 0.066; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 79.584 & Pulse >= 62.637) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.332 | AF <= 0.235) & cosen >= -2.524) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.476 -> LOS >= 2.810) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,0] (death = 0.103)) [Discrimination Score: -0.408; Robustness + : -0.012; Robustness - : 0.131; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 21.417 & CREATININE >= 0.951) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 75.762 & Pulse >= 66.409) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.188 | AF <= 0.121) & cosen >= -2.560) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.417 -> LOS >= 2.065) [Discrimination Score: 1.028; Robustness + : -0.935; Robustness - : -4.935; Percent Class + : 1.000; Percent Class - : 0.000]
