G[2,2](hr >= 91.922 & Pulse >= 73.307) [Discrimination Score: 0.301; Robustness + : 2.524; Robustness - : -1.513; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.171 | AF <= 0.461) & cosen >= -2.292) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.867 -> LOS >= 4.556) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.042) U[1,1] (death = 0.093)) [Discrimination Score: -1.000; Robustness + : -0.042; Robustness - : -0.042; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 17.243 & CREATININE >= 0.902) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 81.918 & Pulse >= 76.159) [Discrimination Score: 0.466; Robustness + : 12.527; Robustness - : 5.387; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.683 | AF <= 0.112) & cosen >= -2.081) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.563 -> LOS >= 2.510) [Discrimination Score: 0.991; Robustness + : -1.490; Robustness - : -4.918; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[1,2] (death = 0.093)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 16.166 & CREATININE >= 0.900) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 82.710 & Pulse >= 77.614) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.496 | AF <= 0.161) & cosen >= -2.101) [Discrimination Score: 0.142; Robustness + : -0.028; Robustness - : -0.079; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.625 -> LOS >= 3.451) [Discrimination Score: 0.969; Robustness + : -0.625; Robustness - : -3.977; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[1,2] (death = 0.093)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 17.274 & CREATININE >= 0.856) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
