G[2,2](hr >= 62.514 & Pulse >= 72.207) [Discrimination Score: -0.977; Robustness + : -3.676; Robustness - : 16.222; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.485 | AF <= 0.186) & cosen >= -2.121) [Discrimination Score: 0.155; Robustness + : 0.141; Robustness - : 0.058; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.537 -> LOS >= 6.614) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.028) U[1,2] (death = 0.108)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 58.733 & CREATININE >= 1.184) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 60.079 & Pulse >= 55.011) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.307 | AF <= 0.167) & cosen >= -1.856) [Discrimination Score: 0.156; Robustness + : -0.088; Robustness - : -0.183; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.572 -> LOS >= 6.727) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.034) U[2,2] (death = 0.108)) [Discrimination Score: -0.632; Robustness + : -0.034; Robustness - : 0.252; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 53.581 & CREATININE >= 1.595) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 68.725 & Pulse >= 67.175) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.438 | AF <= 0.499) & cosen >= -2.005) [Discrimination Score: 0.187; Robustness + : 0.072; Robustness - : -0.042; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.498 -> LOS >= 8.898) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.045) U[1,1] (death = 0.108)) [Discrimination Score: -0.632; Robustness + : -0.045; Robustness - : 0.241; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 58.522 & CREATININE >= 1.558) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 62.917 & Pulse >= 56.278) [Discrimination Score: -1.344; Robustness + : 1.247; Robustness - : 30.599; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.292 | AF <= 0.333) & cosen >= -2.401) [Discrimination Score: 0.229; Robustness + : 0.262; Robustness - : 0.214; Percent Class + : 0.000; Percent Class - : 1.000]
