G[2,2](hr >= 59.812 & Pulse >= 60.310) [Discrimination Score: -1.120; Robustness + : 2.618; Robustness - : 25.690; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.040 | AF <= 0.006) & cosen >= -2.252) [Discrimination Score: 0.390; Robustness + : 0.021; Robustness - : -0.046; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.396 -> LOS >= 3.857) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.010) U[1,2] (death = 0.021)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 30.769 & CREATININE >= 1.133) [Discrimination Score: 0.459; Robustness + : 0.005; Robustness - : -0.062; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 53.255 & Pulse >= 60.905) [Discrimination Score: -1.017; Robustness + : 3.607; Robustness - : 25.095; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.312 | AF <= 0.121) & cosen >= -2.222) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.308 -> LOS >= 2.341) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[0,2] (death = 0.021)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 24.688 & CREATININE >= 1.068) [Discrimination Score: 0.067; Robustness + : -0.623; Robustness - : -0.875; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 54.974 & Pulse >= 58.249) [Discrimination Score: -1.078; Robustness + : 5.404; Robustness - : 27.751; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.205 | AF <= 0.402) & cosen >= -2.215) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.270 -> LOS >= 3.993) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
