G[2,2](hr >= 68.202 & Pulse >= 92.201) [Discrimination Score: 0.523; Robustness + : 10.531; Robustness - : -4.773; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.187 | AF <= 0.062) & cosen >= -2.053) [Discrimination Score: 0.731; Robustness + : 0.080; Robustness - : -0.121; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.856 -> LOS >= 2.231) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[0,0] (death = 0.025)) [Discrimination Score: -0.408; Robustness + : -0.007; Robustness - : 0.136; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.943 & CREATININE >= 0.735) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 91.593 & Pulse >= 71.864) [Discrimination Score: 0.324; Robustness + : 9.926; Robustness - : -0.305; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.245 | AF <= 0.228) & cosen >= -1.823) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.644 -> LOS >= 2.678) [Discrimination Score: 0.875; Robustness + : -0.644; Robustness - : -3.797; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[1,2] (death = 0.025)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.260 & CREATININE >= 0.738) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 66.898 & Pulse >= 83.680) [Discrimination Score: 0.518; Robustness + : 18.844; Robustness - : 3.749; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.433 | AF <= 0.450) & cosen >= -1.785) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
