G[0,0](hr >= 84.205 & Pulse >= 108.113) [Discrimination Score: 0.864; Robustness + : 4.208; Robustness - : -19.684; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.360 | AF <= 0.256) & cosen >= -2.147) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.620 -> LOS >= 2.949) [Discrimination Score: 0.629; Robustness + : -0.620; Robustness - : -2.499; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[1,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 17.599 & CREATININE >= 1.177) [Discrimination Score: 2.769; Robustness + : -0.284; Robustness - : -3.401; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 83.364 & Pulse >= 94.499) [Discrimination Score: 0.538; Robustness + : 17.127; Robustness - : 1.929; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.321 | AF <= 0.045) & cosen >= -2.222) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.352 -> LOS >= 3.161) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 17.957 & CREATININE >= 1.169) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 79.664 & Pulse >= 71.084) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.186 | AF <= 0.422) & cosen >= -2.151) [Discrimination Score: -0.394; Robustness + : -0.001; Robustness - : 0.134; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.602 -> LOS >= 2.890) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[0,1] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 18.086 & CREATININE >= 1.104) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 98.915 & Pulse >= 100.868) [Discrimination Score: 0.443; Robustness + : 8.204; Robustness - : -4.439; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.533 | AF <= 0.136) & cosen >= -2.158) [Discrimination Score: -0.508; Robustness + : -0.000; Robustness - : 0.187; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.231 -> LOS >= 2.900) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.025) U[1,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.735 & CREATININE >= 1.192) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 81.774 & Pulse >= 71.333) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.225 | AF <= 0.424) & cosen >= -2.304) [Discrimination Score: 0.007; Robustness + : 0.148; Robustness - : 0.146; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.437 -> LOS >= 3.518) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.014) U[1,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 18.551 & CREATININE >= 1.218) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 96.621 & Pulse >= 79.541) [Discrimination Score: 0.255; Robustness + : 11.731; Robustness - : 4.826; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.529 | AF <= 0.278) & cosen >= -2.206) [Discrimination Score: -0.337; Robustness + : 0.049; Robustness - : 0.164; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.390 -> LOS >= 3.452) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
