G[0,0](hr >= 81.253 & Pulse >= 79.721) [Discrimination Score: 0.288; Robustness + : 2.307; Robustness - : -1.155; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.100 | AF <= 0.014) & cosen >= -2.530) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.257 -> LOS >= 6.791) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,0] (death = 0.037)) [Discrimination Score: 1.500; Robustness + : -0.009; Robustness - : -0.009; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 27.597 & CREATININE >= 0.722) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 83.564 & Pulse >= 76.292) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.209 | AF <= 0.143) & cosen >= -2.512) [Discrimination Score: -0.013; Robustness + : 0.134; Robustness - : 0.138; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.367 -> LOS >= 7.761) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[0,1] (death = 0.037)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 28.741 & CREATININE >= 0.764) [Discrimination Score: -2.290; Robustness + : -0.055; Robustness - : 0.336; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 80.273 & Pulse >= 75.338) [Discrimination Score: -0.027; Robustness + : 4.910; Robustness - : 5.382; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.466 | AF <= 0.260) & cosen >= -2.339) [Discrimination Score: -0.551; Robustness + : 0.007; Robustness - : 0.164; Percent Class + : 0.000; Percent Class - : 1.000]
