G[2,2](hr >= 66.164 & Pulse >= 70.091) [Discrimination Score: -0.502; Robustness + : 8.519; Robustness - : 22.052; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.043 | AF <= 0.289) & cosen >= -2.191) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.152 -> LOS >= 3.295) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[0,1] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 14.347 & CREATININE >= 0.748) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 68.443 & Pulse >= 74.083) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.290 | AF <= 0.493) & cosen >= -2.045) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.321 -> LOS >= 2.160) [Discrimination Score: 1.108; Robustness + : -0.840; Robustness - : -4.698; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[0,2] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 13.930 & CREATININE >= 0.810) [Discrimination Score: 7.606; Robustness + : -0.160; Robustness - : -7.070; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 77.160 & Pulse >= 71.512) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.463 | AF <= 0.181) & cosen >= -2.038) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.353 -> LOS >= 2.543) [Discrimination Score: 1.108; Robustness + : -0.457; Robustness - : -4.314; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[0,1] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 13.630 & CREATININE >= 0.791) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 68.148 & Pulse >= 66.310) [Discrimination Score: -0.580; Robustness + : 10.332; Robustness - : 25.740; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.097 | AF <= 0.367) & cosen >= -1.998) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.432 -> LOS >= 3.138) [Discrimination Score: 0.999; Robustness + : -0.432; Robustness - : -3.801; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[1,2] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 15.120 & CREATININE >= 0.758) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 79.194 & Pulse >= 77.626) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.028 | AF <= 0.295) & cosen >= -2.113) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.442 -> LOS >= 2.683) [Discrimination Score: 1.085; Robustness + : -0.442; Robustness - : -4.192; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.014) U[2,2] (death = 0.030)) [Discrimination Score: -0.408; Robustness + : -0.014; Robustness - : 0.129; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 13.312 & CREATININE >= 0.725) [Discrimination Score: 7.608; Robustness + : -0.087; Robustness - : -7.688; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 76.523 & Pulse >= 69.750) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.278 | AF <= 0.302) & cosen >= -2.026) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.341 -> LOS >= 3.137) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[2,2] (death = 0.030)) [Discrimination Score: -0.408; Robustness + : -0.012; Robustness - : 0.131; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 15.227 & CREATININE >= 0.713) [Discrimination Score: 7.602; Robustness + : -0.043; Robustness - : -5.773; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 67.662 & Pulse >= 63.699) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.362 | AF <= 0.130) & cosen >= -2.220) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.290 -> LOS >= 3.132) [Discrimination Score: 1.028; Robustness + : -0.290; Robustness - : -3.785; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,1] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 14.436 & CREATININE >= 0.739) [Discrimination Score: 7.605; Robustness + : -0.081; Robustness - : -6.564; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 70.395 & Pulse >= 69.437) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.228 | AF <= 0.096) & cosen >= -2.017) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.151 -> LOS >= 2.314) [Discrimination Score: 1.108; Robustness + : -0.686; Robustness - : -4.544; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,1] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 13.622 & CREATININE >= 0.734) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 72.583 & Pulse >= 71.229) [Discrimination Score: -0.575; Robustness + : 5.653; Robustness - : 20.914; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.178 | AF <= 0.248) & cosen >= -1.984) [Discrimination Score: 0.060; Robustness + : -0.029; Robustness - : -0.050; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.410 -> LOS >= 2.054) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,0] (death = 0.030)) [Discrimination Score: -0.408; Robustness + : -0.004; Robustness - : 0.139; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 16.186 & CREATININE >= 0.753) [Discrimination Score: 5.331; Robustness + : -0.149; Robustness - : -4.814; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 74.455 & Pulse >= 79.443) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.122 | AF <= 0.072) & cosen >= -2.150) [Discrimination Score: 0.812; Robustness + : 0.073; Robustness - : -0.128; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.166 -> LOS >= 2.084) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,2] (death = 0.030)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 15.652 & CREATININE >= 0.787) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((direct > 0.005) U[1,2] (y = 0.027)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((n_evts > 0.059) U[1,1] (y = 0.520)) [Discrimination Score: -144115188075855872.000; Robustness + : -0.059; Robustness - : 0.941; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](LOS >= 2.117 & y = 0.018) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((WHITE_BLOOD_CELL_COUNT < 18.906) U[0,0] (y = 0.939)) [Discrimination Score: -6.425; Robustness + : 1.005; Robustness - : 10.506; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](MAGNESIUM < 1.935 & y = 0.394) [Discrimination Score: 1.155; Robustness + : -0.394; Robustness - : -0.515; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](ICU_Pt_Days < 2.472 & y = 0.405) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN < 17.056 -> y = 0.964) [Discrimination Score: -3.499; Robustness + : -5.564; Robustness - : 0.434; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](PLATELET_COUNT >= 270.739 -> y = 0.199) [Discrimination Score: -2.152; Robustness + : -32.431; Robustness - : 0.543; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](CREATININE > 0.788 -> y = 0.277) [Discrimination Score: 4.247; Robustness + : 0.008; Robustness - : -0.312; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](SODIUM < 139.743 -> y = 0.878) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CHLORIDE >= 105.481) U[0,2] (y = 0.389)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](Glasgow_Coma_Scale_Total < 14.998 -> y = 0.473) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](n_edrk > 0.562 -> y = 0.006) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](PHOSPHORUS > 2.402 & y = 0.326) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CO2 > 22.132) U[1,2] (y = 0.288)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](MET <= 0.479 & y = 0.788) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((AF < 0.231) U[0,1] (y = 0.383)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](lds < 2.124 & y = 0.421) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](HEMOGLOBIN < 10.668 -> y = 0.622) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](hr >= 64.079 -> y = 0.401) [Discrimination Score: 0.564; Robustness + : -18.527; Robustness - : -33.127; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](dfa <= 0.932 -> y = 0.294) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((edrk >= 14.793) U[0,0] (y = 0.347)) [Discrimination Score: 0.735; Robustness + : 12.826; Robustness - : 3.909; Percent Class + : 0.000; Percent Class - : 1.000]
((Pulse <= 109.073) U[1,1] (y = 0.329)) [Discrimination Score: 0.408; Robustness + : 28.700; Robustness - : 17.538; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](death < 0.116 & y = 0.388) [Discrimination Score: 1.264; Robustness + : -0.388; Robustness - : -0.626; Percent Class + : 0.000; Percent Class - : 1.000]
((af >= 0.004) U[1,1] (y = 0.087)) [Discrimination Score: -5.000; Robustness + : -0.004; Robustness - : -0.004; Percent Class + : 0.000; Percent Class - : 1.000]
((PROTIME_INR >= 1.086) U[1,1] (y = 0.916)) [Discrimination Score: -1.194; Robustness + : 0.026; Robustness - : 0.114; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](PARTIAL_THROMBOPLASTIN_TIME >= 27.876 -> y = 0.327) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
