G[1,2](hr >= 62.482 & Pulse >= 66.666) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.578 | AF <= 0.139) & cosen >= -2.126) [Discrimination Score: 0.289; Robustness + : 0.281; Robustness - : 0.171; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 7.750) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.456) U[0,0] (death = 0.032)) [Discrimination Score: 0.493; Robustness + : 0.544; Robustness - : 0.413; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 14.533 & CREATININE >= 0.812) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 60.835 & Pulse >= 76.216) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.247 | AF <= 0.253) & cosen >= -2.064) [Discrimination Score: 0.144; Robustness + : 0.150; Robustness - : 0.108; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 1.000 -> LOS >= 2.630) [Discrimination Score: 0.053; Robustness + : -5.370; Robustness - : -5.459; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.187) U[1,2] (death = 0.032)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 12.116 & CREATININE >= 0.798) [Discrimination Score: -0.102; Robustness + : -2.960; Robustness - : -2.151; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 68.737 & Pulse >= 65.726) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
