G[2,2](hr >= 104.799 & Pulse >= 88.428) [Discrimination Score: 1.088; Robustness + : 12.759; Robustness - : -12.690; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.926 | AF <= 0.330) & cosen >= -1.666) [Discrimination Score: 1.485; Robustness + : 0.382; Robustness - : -0.376; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.768 -> LOS >= 2.460) [Discrimination Score: 0.837; Robustness + : -0.768; Robustness - : -3.858; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.055) U[2,2] (death = 0.160)) [Discrimination Score: -0.408; Robustness + : -0.055; Robustness - : 0.088; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 21.000 & CREATININE >= 1.100) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 86.053 & Pulse >= 94.436) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.824 | AF <= 0.382) & cosen >= -1.954) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.948 -> LOS >= 2.105) [Discrimination Score: 0.871; Robustness + : -0.948; Robustness - : -4.188; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.071) U[2,2] (death = 0.160)) [Discrimination Score: -0.408; Robustness + : -0.071; Robustness - : 0.072; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 21.000 & CREATININE >= 1.100) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 101.001 & Pulse >= 71.552) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.518 | AF <= 0.242) & cosen >= -1.739) [Discrimination Score: 1.620; Robustness + : 0.242; Robustness - : -0.326; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.571 -> LOS >= 2.699) [Discrimination Score: 0.828; Robustness + : -0.571; Robustness - : -3.626; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.051) U[0,1] (death = 0.160)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 21.000 & CREATININE >= 1.100) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 104.771 & Pulse >= 85.100) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.660 | AF <= 0.174) & cosen >= -1.914) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.978 -> LOS >= 1.207) [Discrimination Score: 1.099; Robustness + : -0.978; Robustness - : -5.079; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.070) U[2,2] (death = 0.160)) [Discrimination Score: -0.408; Robustness + : -0.070; Robustness - : 0.073; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 21.000 & CREATININE >= 1.100) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 0.000; Percent Class - : 1.000]
