G[1,1](hr >= 84.279 & Pulse >= 80.906) [Discrimination Score: 0.189; Robustness + : -0.883; Robustness - : -3.041; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.420 | AF <= 0.077) & cosen >= -2.372) [Discrimination Score: -0.200; Robustness + : 0.059; Robustness - : 0.092; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 3.997) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.645) U[1,2] (death = 0.023)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 42.452 & CREATININE >= 1.214) [Discrimination Score: 0.184; Robustness + : 0.381; Robustness - : 0.187; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 79.308 & Pulse >= 80.694) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.652 | AF <= 0.491) & cosen >= -2.449) [Discrimination Score: -0.206; Robustness + : 0.161; Robustness - : 0.207; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 1.000 -> LOS >= 2.940) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.535) U[1,1] (death = 0.023)) [Discrimination Score: 0.568; Robustness + : 0.465; Robustness - : 0.295; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 37.470 & CREATININE >= 1.100) [Discrimination Score: 0.933; Robustness + : 0.387; Robustness - : -2.227; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 78.109 & Pulse >= 79.561) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.425 | AF <= 0.123) & cosen >= -2.502) [Discrimination Score: -0.172; Robustness + : 0.187; Robustness - : 0.214; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 1.000 -> LOS >= 4.967) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.897) U[1,2] (death = 0.023)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 39.996 & CREATININE >= 1.221) [Discrimination Score: 0.467; Robustness + : 0.374; Robustness - : -0.563; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 79.214 & Pulse >= 75.051) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.326 | AF <= 0.339) & cosen >= -2.406) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 1.000 -> LOS >= 4.687) [Discrimination Score: -0.448; Robustness + : -4.313; Robustness - : -3.431; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.100) U[0,1] (death = 0.023)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 41.762 & CREATININE >= 1.656) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 81.574 & Pulse >= 71.679) [Discrimination Score: -0.211; Robustness + : 1.984; Robustness - : 4.266; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.589 | AF <= 0.265) & cosen >= -2.272) [Discrimination Score: -0.208; Robustness + : -0.037; Robustness - : 0.010; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 1.000 -> LOS >= 4.802) [Discrimination Score: -0.445; Robustness + : -4.198; Robustness - : -3.336; Percent Class + : 1.000; Percent Class - : 0.000]
