G[0,0](hr >= 71.571 & Pulse >= 79.520) [Discrimination Score: -0.268; Robustness + : -0.218; Robustness - : 6.623; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.462 | AF <= 0.075) & cosen >= -2.501) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.246 -> LOS >= 2.350) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[1,2] (death = 0.039)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 16.308 & CREATININE >= 0.767) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 80.436 & Pulse >= 73.591) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.193 | AF <= 0.165) & cosen >= -2.505) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.139 -> LOS >= 2.548) [Discrimination Score: 1.177; Robustness + : -0.139; Robustness - : -3.737; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,2] (death = 0.039)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 18.229 & CREATININE >= 0.756) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 68.473 & Pulse >= 76.603) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.074 | AF <= 0.150) & cosen >= -2.368) [Discrimination Score: -0.265; Robustness + : 0.005; Robustness - : 0.070; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.204 -> LOS >= 2.286) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[1,2] (death = 0.039)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 16.655 & CREATININE >= 0.711) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 67.652 & Pulse >= 71.531) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.073 | AF <= 0.419) & cosen >= -2.317) [Discrimination Score: -0.711; Robustness + : -0.030; Robustness - : 0.132; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.474 -> LOS >= 2.006) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[1,2] (death = 0.039)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 17.427 & CREATININE >= 0.755) [Discrimination Score: 2.793; Robustness + : -0.455; Robustness - : -3.573; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 73.271 & Pulse >= 77.516) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.488 | AF <= 0.133) & cosen >= -2.337) [Discrimination Score: -0.811; Robustness + : -0.010; Robustness - : 0.207; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.478 -> LOS >= 2.452) [Discrimination Score: 0.840; Robustness + : -0.478; Robustness - : -2.405; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[0,2] (death = 0.039)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 19.139 & CREATININE >= 0.748) [Discrimination Score: 2.793; Robustness + : -0.254; Robustness - : -1.861; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 76.563 & Pulse >= 79.168) [Discrimination Score: -0.001; Robustness + : -0.755; Robustness - : -0.740; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.192 | AF <= 0.209) & cosen >= -2.439) [Discrimination Score: -0.246; Robustness + : 0.075; Robustness - : 0.136; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.228 -> LOS >= 2.274) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[1,2] (death = 0.039)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 16.148 & CREATININE >= 0.772) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 77.634 & Pulse >= 79.041) [Discrimination Score: -0.027; Robustness + : -0.976; Robustness - : -0.613; Percent Class + : 1.000; Percent Class - : 0.000]
