G[2,2](hr >= 66.330 & Pulse >= 57.726) [Discrimination Score: -2.027; Robustness + : -7.337; Robustness - : 35.686; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.265 | AF <= 0.393) & cosen >= -2.469) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.262 -> LOS >= 1.111) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[0,2] (death = 0.074)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 16.875 & CREATININE >= 0.885) [Discrimination Score: 1.106; Robustness + : -1.958; Robustness - : -4.125; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 63.818 & Pulse >= 56.408) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.167 | AF <= 0.093) & cosen >= -2.166) [Discrimination Score: -0.460; Robustness + : -0.075; Robustness - : 0.056; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.473 -> LOS >= 2.205) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[0,2] (death = 0.074)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 20.020 & CREATININE >= 0.899) [Discrimination Score: 1.106; Robustness + : -0.551; Robustness - : -0.980; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 57.615 & Pulse >= 61.071) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.038 | AF <= 0.208) & cosen >= -2.569) [Discrimination Score: 0.164; Robustness + : 0.183; Robustness - : 0.160; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.463 -> LOS >= 1.635) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.021) U[1,2] (death = 0.074)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 20.142 & CREATININE >= 0.718) [Discrimination Score: 1.106; Robustness + : -0.396; Robustness - : -0.858; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 55.603 & Pulse >= 44.918) [Discrimination Score: -2.053; Robustness + : 3.536; Robustness - : 46.710; Percent Class + : 1.000; Percent Class - : 0.000]
