G[0,0](hr >= 69.851 & Pulse >= 74.968) [Discrimination Score: -0.723; Robustness + : 0.711; Robustness - : 15.318; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.421 | AF <= 0.275) & cosen >= -2.658) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.391 -> LOS >= 9.685) [Discrimination Score: -2.327; Robustness + : -2.315; Robustness - : 0.059; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[1,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 61.872 & CREATININE >= 2.058) [Discrimination Score: 1.140; Robustness + : 0.615; Robustness - : -0.958; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 71.873 & Pulse >= 70.904) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.364 | AF <= 0.024) & cosen >= -2.461) [Discrimination Score: -1.728; Robustness + : -0.043; Robustness - : 0.298; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.142 -> LOS >= 2.209) [Discrimination Score: -1.744; Robustness + : -9.791; Robustness - : -3.648; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,0] (death = 0.028)) [Discrimination Score: -0.632; Robustness + : -0.004; Robustness - : 0.282; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 54.317 & CREATININE >= 2.118) [Discrimination Score: -0.365; Robustness + : -2.675; Robustness - : -1.018; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 73.794 & Pulse >= 75.917) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.186 | AF <= 0.101) & cosen >= -2.600) [Discrimination Score: -1.366; Robustness + : 0.073; Robustness - : 0.186; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.504 -> LOS >= 2.590) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 57.416 & CREATININE >= 1.924) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
