G[1,1](hr >= 83.445 & Pulse >= 77.733) [Discrimination Score: 0.207; Robustness + : 2.924; Robustness - : -0.150; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.272 | AF <= 0.299) & cosen >= -2.195) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.755 -> LOS >= 3.046) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[0,0] (death = 0.020)) [Discrimination Score: 8.000; Robustness + : -0.001; Robustness - : -0.001; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.814 & CREATININE >= 0.831) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 65.812 & Pulse >= 72.662) [Discrimination Score: 0.403; Robustness + : 14.249; Robustness - : 7.766; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.500 | AF <= 0.067) & cosen >= -2.242) [Discrimination Score: 0.138; Robustness + : 0.140; Robustness - : 0.095; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.765 -> LOS >= 2.244) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[1,2] (death = 0.020)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 21.687 & CREATININE >= 0.909) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 61.017 & Pulse >= 72.961) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
