G[2,2](hr >= 103.774 & Pulse >= 73.238) [Discrimination Score: 0.470; Robustness + : 7.263; Robustness - : -11.407; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.512 | AF <= 0.954) & cosen >= -1.739) [Discrimination Score: 0.425; Robustness + : -0.093; Robustness - : -0.372; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.362 -> LOS >= 3.099) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[1,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 22.466 & CREATININE >= 0.730) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 105.702 & Pulse >= 96.631) [Discrimination Score: 0.499; Robustness + : 5.198; Robustness - : -15.157; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.861 | AF <= 0.929) & cosen >= -2.184) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.382 -> LOS >= 2.805) [Discrimination Score: 0.750; Robustness + : -0.382; Robustness - : -2.079; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[0,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 22.132 & CREATININE >= 0.678) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 74.573 & Pulse >= 96.370) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.579 | AF <= 0.909) & cosen >= -2.572) [Discrimination Score: -0.308; Robustness + : 0.304; Robustness - : 0.449; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.312 -> LOS >= 3.144) [Discrimination Score: 0.661; Robustness + : -0.312; Robustness - : -1.778; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[1,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 22.637 & CREATININE >= 0.512) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 108.837 & Pulse >= 95.416) [Discrimination Score: 0.481; Robustness + : 2.186; Robustness - : -17.049; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.949 | AF <= 0.929) & cosen >= -2.483) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.773 -> LOS >= 3.092) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,1] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 21.908 & CREATININE >= 0.500) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 82.815 & Pulse >= 92.615) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.630 | AF <= 0.945) & cosen >= -1.891) [Discrimination Score: 0.369; Robustness + : 0.021; Robustness - : -0.221; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.123 -> LOS >= 2.917) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,1] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 22.960 & CREATININE >= 0.716) [Discrimination Score: -2.487; Robustness + : -0.026; Robustness - : 0.384; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 104.996 & Pulse >= 74.446) [Discrimination Score: 0.470; Robustness + : 6.041; Robustness - : -12.629; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.458 | AF <= 0.944) & cosen >= -2.414) [Discrimination Score: -0.280; Robustness + : 0.206; Robustness - : 0.347; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.197 -> LOS >= 3.258) [Discrimination Score: 0.661; Robustness + : -0.197; Robustness - : -1.664; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,1] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 21.680 & CREATININE >= 0.633) [Discrimination Score: -1.529; Robustness + : -0.625; Robustness - : 0.467; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 108.929 & Pulse >= 77.037) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.638 | AF <= 0.946) & cosen >= -1.769) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.174 -> LOS >= 3.149) [Discrimination Score: 0.706; Robustness + : -0.174; Robustness - : -1.754; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[0,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 22.549 & CREATININE >= 0.715) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 102.111 & Pulse >= 112.502) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.332 | AF <= 0.982) & cosen >= -1.972) [Discrimination Score: 0.236; Robustness + : -0.008; Robustness - : -0.140; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.284 -> LOS >= 2.070) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,2] (death = 0.028)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 21.681 & CREATININE >= 0.592) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
