G[2,2](hr >= 75.225 & Pulse >= 82.917) [Discrimination Score: -0.212; Robustness + : -1.994; Robustness - : 3.369; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.866 | AF <= 0.953) & cosen >= -1.314) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.761 -> LOS >= 8.574) [Discrimination Score: -2.103; Robustness + : -4.426; Robustness - : -1.046; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.039) U[1,2] (death = 0.105)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 21.684 & CREATININE >= 0.967) [Discrimination Score: -1.732; Robustness + : -0.203; Robustness - : 0.133; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 85.032 & Pulse >= 80.799) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.948 | AF <= 0.920) & cosen >= -2.264) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.905 -> LOS >= 6.213) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.018) U[0,1] (death = 0.105)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 21.743 & CREATININE >= 0.919) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 81.659 & Pulse >= 65.269) [Discrimination Score: -0.773; Robustness + : 2.589; Robustness - : 19.340; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.718 | AF <= 0.892) & cosen >= -1.825) [Discrimination Score: -0.010; Robustness + : -0.108; Robustness - : -0.104; Percent Class + : 0.000; Percent Class - : 1.000]
