G[0,0](hr >= 71.538 & Pulse >= 73.159) [Discrimination Score: -1.002; Robustness + : 2.845; Robustness - : 20.412; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.061 | AF <= 0.311) & cosen >= -2.197) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.377 -> LOS >= 2.139) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.025) U[0,0] (death = 0.077)) [Discrimination Score: -0.408; Robustness + : -0.025; Robustness - : 0.118; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.924 & CREATININE >= 0.977) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 80.017 & Pulse >= 80.084) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.479 | AF <= 0.406) & cosen >= -2.166) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.420 -> LOS >= 2.152) [Discrimination Score: 1.639; Robustness + : -0.420; Robustness - : -5.991; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.038) U[1,2] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 20.864 & CREATININE >= 1.054) [Discrimination Score: -0.598; Robustness + : -0.141; Robustness - : -0.136; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 79.744 & Pulse >= 73.235) [Discrimination Score: -0.916; Robustness + : -2.791; Robustness - : 6.628; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.470 | AF <= 0.048) & cosen >= -2.187) [Discrimination Score: 0.218; Robustness + : 0.033; Robustness - : -0.006; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.475 -> LOS >= 2.012) [Discrimination Score: 1.116; Robustness + : -0.475; Robustness - : -4.559; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.037) U[0,1] (death = 0.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 20.923 & CREATININE >= 1.026) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 73.709 & Pulse >= 77.082) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.291 | AF <= 0.031) & cosen >= -2.300) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.356 -> LOS >= 2.287) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.031) U[1,1] (death = 0.077)) [Discrimination Score: -0.500; Robustness + : -0.031; Robustness - : -0.031; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 20.931 & CREATININE >= 1.049) [Discrimination Score: -0.598; Robustness + : -0.090; Robustness - : -0.069; Percent Class + : 0.000; Percent Class - : 1.000]
