G[1,1](hr >= 90.556 & Pulse >= 84.511) [Discrimination Score: 0.299; Robustness + : -2.206; Robustness - : -7.117; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.174 | AF <= 0.455) & cosen >= -2.251) [Discrimination Score: 0.014; Robustness + : 0.021; Robustness - : 0.018; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.334 -> LOS >= 9.035) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[0,2] (death = 0.016)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 20.688 & CREATININE >= 0.647) [Discrimination Score: 2.930; Robustness + : -0.075; Robustness - : -0.312; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 71.702 & Pulse >= 76.442) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.294 | AF <= 0.478) & cosen >= -2.336) [Discrimination Score: 0.048; Robustness + : 0.104; Robustness - : 0.095; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.251 -> LOS >= 3.076) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[1,1] (death = 0.016)) [Discrimination Score: -8.000; Robustness + : -0.002; Robustness - : -0.002; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 18.950 & CREATININE >= 0.684) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 83.368 & Pulse >= 89.563) [Discrimination Score: -0.099; Robustness + : -1.690; Robustness - : 0.437; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.474 | AF <= 0.084) & cosen >= -2.270) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.083 -> LOS >= 3.654) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[0,1] (death = 0.016)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 19.613 & CREATININE >= 0.659) [Discrimination Score: 2.930; Robustness + : -0.198; Robustness - : -1.387; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 68.791 & Pulse >= 82.178) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.105 | AF <= 0.197) & cosen >= -2.212) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.362 -> LOS >= 3.396) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[1,2] (death = 0.016)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 18.410 & CREATININE >= 0.625) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 80.024 & Pulse >= 82.255) [Discrimination Score: -0.144; Robustness + : 4.603; Robustness - : 7.745; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.166 | AF <= 0.464) & cosen >= -2.370) [Discrimination Score: 0.072; Robustness + : 0.136; Robustness - : 0.122; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.163 -> LOS >= 9.140) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[1,1] (death = 0.016)) [Discrimination Score: 12.000; Robustness + : -0.001; Robustness - : -0.001; Percent Class + : 0.000; Percent Class - : 1.000]
