G[0,0](hr >= 86.523 & Pulse >= 80.915) [Discrimination Score: -1.037; Robustness + : -4.813; Robustness - : 27.769; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.744 | AF <= 0.282) & cosen >= -1.920) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 1.000 -> LOS >= 6.755) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.922) U[0,0] (death = 0.005)) [Discrimination Score: 0.319; Robustness + : 0.078; Robustness - : -0.002; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 63.560 & CREATININE >= 3.523) [Discrimination Score: -0.040; Robustness + : -1.375; Robustness - : -1.200; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 60.296 & Pulse >= 63.009) [Discrimination Score: -0.891; Robustness + : 16.993; Robustness - : 46.167; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.338 | AF <= 0.218) & cosen >= -2.623) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 1.000 -> LOS >= 4.989) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.058) U[1,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 71.916 & CREATININE >= 1.389) [Discrimination Score: -0.111; Robustness + : 1.798; Robustness - : 2.101; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 74.297 & Pulse >= 60.511) [Discrimination Score: -1.039; Robustness + : 9.394; Robustness - : 43.047; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.987 | AF <= 0.199) & cosen >= -2.435) [Discrimination Score: -0.026; Robustness + : 0.232; Robustness - : 0.243; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 10.080) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.737) U[0,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 64.563 & CREATININE >= 2.139) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 64.676 & Pulse >= 74.469) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.750 | AF <= 0.332) & cosen >= -2.383) [Discrimination Score: -0.337; Robustness + : 0.192; Robustness - : 0.312; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 1.000 -> LOS >= 17.625) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.672) U[1,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 56.134 & CREATININE >= 2.889) [Discrimination Score: 0.307; Robustness + : -3.396; Robustness - : -6.190; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 69.786 & Pulse >= 61.670) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.728 | AF <= 0.241) & cosen >= -2.465) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 1.000 -> LOS >= 17.361) [Discrimination Score: -0.617; Robustness + : -2.639; Robustness - : -1.911; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.427) U[0,0] (death = 0.005)) [Discrimination Score: 0.488; Robustness + : 0.573; Robustness - : 0.424; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 66.619 & CREATININE >= 3.572) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 61.373 & Pulse >= 67.566) [Discrimination Score: -0.870; Robustness + : 13.073; Robustness - : 41.881; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.650 | AF <= 0.166) & cosen >= -2.551) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 1.000 -> LOS >= 7.378) [Discrimination Score: -0.609; Robustness + : -12.622; Robustness - : -9.390; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.233) U[1,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 56.786 & CREATININE >= 2.476) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 76.942 & Pulse >= 65.362) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.802 | AF <= 0.257) & cosen >= -2.497) [Discrimination Score: -0.076; Robustness + : 0.277; Robustness - : 0.306; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 15.980) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.140) U[0,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 60.448 & CREATININE >= 1.597) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 79.482 & Pulse >= 69.783) [Discrimination Score: -0.972; Robustness + : 3.180; Robustness - : 35.343; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.885 | AF <= 0.068) & cosen >= -2.051) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 13.119) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.828) U[1,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 61.014 & CREATININE >= 3.176) [Discrimination Score: 0.186; Robustness + : -1.823; Robustness - : -2.839; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 84.995 & Pulse >= 71.966) [Discrimination Score: -0.971; Robustness + : -1.558; Robustness - : 30.893; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.386 | AF <= 0.494) & cosen >= -2.682) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 10.652) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.262) U[0,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 73.977 & CREATININE >= 1.959) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 67.583 & Pulse >= 71.761) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.474 | AF <= 0.101) & cosen >= -2.651) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 1.000 -> LOS >= 3.602) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,2] (death = 0.005)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 67.444 & CREATININE >= 3.576) [Discrimination Score: -0.180; Robustness + : -0.702; Robustness - : -0.087; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](GLUCOSE > 105.587 & y = 0.109) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Pulse < 114.863) U[2,2] (y = 0.553)) [Discrimination Score: 0.844; Robustness + : 34.139; Robustness - : 9.368; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](af >= 0.076 & y = 0.264) [Discrimination Score: 2.500; Robustness + : -0.264; Robustness - : -0.671; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](direct >= 0.001 -> y = 0.311) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 67.952 -> y = 0.598) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((cosen > -2.406) U[1,1] (y = 0.785)) [Discrimination Score: -0.668; Robustness + : 0.461; Robustness - : 1.189; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM >= 7.695) U[2,2] (y = 0.850)) [Discrimination Score: -0.756; Robustness + : 0.260; Robustness - : 0.677; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](LOS >= 18.843 & y = 0.367) [Discrimination Score: 0.626; Robustness + : -0.367; Robustness - : -3.794; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](MET < 0.990 -> y = 0.767) [Discrimination Score: 0.564; Robustness + : 0.010; Robustness - : -0.232; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](ICU_Pt_Days <= 2.393 -> y = 0.264) [Discrimination Score: -0.366; Robustness + : -1.393; Robustness - : -1.093; Percent Class + : 1.000; Percent Class - : 0.000]
((Glasgow_Coma_Scale_Total >= 14.459) U[0,0] (y = 0.758)) [Discrimination Score: 0.340; Robustness + : 0.541; Robustness - : 0.460; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](dfa >= 0.271 -> y = 0.474) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](WHITE_BLOOD_CELL_COUNT <= 8.064 & y = 0.024) [Discrimination Score: 0.665; Robustness + : -0.352; Robustness - : -0.968; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](PHOSPHORUS >= 3.528 -> y = 0.530) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](ALT_GPT <= 18.462 & y = 0.347) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((n_edrk < 1.000) U[0,1] (y = 0.744)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](CHLORIDE <= 106.752 -> y = 0.058) [Discrimination Score: -0.307; Robustness + : -2.216; Robustness - : -0.772; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](tte < 4.290 -> y = 0.954) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](AF > 5.1052172621172576e-05 & y = 0.053) [Discrimination Score: -0.588; Robustness + : -20.000; Robustness - : -16.328; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](SODIUM > 131.974 -> y = 0.344) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](HEMOGLOBIN <= 11.235 & y = 0.420) [Discrimination Score: 1.834; Robustness + : -0.422; Robustness - : -0.558; Percent Class + : 1.000; Percent Class - : 0.000]
((PARTIAL_THROMBOPLASTIN_TIME >= 30.898) U[1,2] (y = 0.025)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](AST_GOT < 26.599 & y = 0.043) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Resp > 15.820) U[1,1] (y = 0.486)) [Discrimination Score: 0.356; Robustness + : 4.173; Robustness - : 2.846; Percent Class + : 0.000; Percent Class - : 1.000]
((POTASSIUM > 4.011) U[0,1] (y = 0.370)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](ALBUMIN < 2.776 -> y = 0.970) [Discrimination Score: 0.314; Robustness + : -0.120; Robustness - : -0.427; Percent Class + : 0.000; Percent Class - : 1.000]
((lds <= 2.298) U[0,2] (y = 0.651)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CO2 < 22.430 -> y = 0.125) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((death <= 0.297) U[2,2] (y = 0.763)) [Discrimination Score: 0.328; Robustness + : 0.297; Robustness - : 0.209; Percent Class + : 0.000; Percent Class - : 1.000]
((Temp >= 36.368) U[0,1] (y = 0.649)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](LACTIC_ACID > 1.340 -> y = 0.300) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](SpO2 < 99.244 -> y = 0.794) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](s8_hr <= 0.001 -> y = 0.425) [Discrimination Score: -0.210; Robustness + : -0.001; Robustness - : -0.001; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Mort >= 0.007 & y = 0.973) [Discrimination Score: -2.500; Robustness + : -0.973; Robustness - : -0.157; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](PCO2 <= 39.188 & y = 0.417) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](MAGNESIUM < 2.060 -> y = 0.533) [Discrimination Score: -0.338; Robustness + : -0.141; Robustness - : -0.060; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CREATININE >= 2.066 -> y = 0.524) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((s2_hr <= 0.002) U[1,2] (y = 0.554)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](edrk >= 16.039 -> y = 0.306) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](s24_edrk <= 0.003 -> y = 0.540) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](PLATELET_COUNT >= 174.742 & y = 0.262) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN < 67.872 -> y = 0.304) [Discrimination Score: 0.072; Robustness + : -13.584; Robustness - : -15.631; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](O2_Flow >= 2.065 -> y = 0.381) [Discrimination Score: 0.031; Robustness + : -0.187; Robustness - : -0.245; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](PROTIME_INR > 1.891 -> y = 0.057) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TOTAL_PROTEIN >= 5.038) U[1,2] (y = 0.731)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s8_edrk < 0.003) U[1,2] (y = 0.041)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](s24_hr > -0.000 -> y = 0.006) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](SBP <= 161.094 -> y = 0.403) [Discrimination Score: 0.162; Robustness + : -35.683; Robustness - : -40.094; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](ALKALINE_PHOSPHATASE <= 150.158 -> y = 0.558) [Discrimination Score: 0.073; Robustness + : -51.960; Robustness - : -53.365; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](OXYGEN_SATURATION <= 98.260 -> y = 0.186) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((TOTAL_BILIRUBIN > 0.911) U[1,1] (y = 0.091)) [Discrimination Score: 0.056; Robustness + : 0.252; Robustness - : 0.199; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](s2_edrk < 0.002 -> y = 0.330) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
