G[0,0](hr >= 75.464 & Pulse >= 75.347) [Discrimination Score: -0.397; Robustness + : 8.274; Robustness - : 16.224; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.153 | AF <= 0.481) & cosen >= -2.399) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.270 -> LOS >= 3.146) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[0,2] (death = 0.052)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 62.316 & CREATININE >= 1.196) [Discrimination Score: -3.002; Robustness + : -7.982; Robustness - : -0.096; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 82.722 & Pulse >= 77.239) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.398 | AF <= 0.078) & cosen >= -2.461) [Discrimination Score: -0.239; Robustness + : 0.068; Robustness - : 0.130; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.274 -> LOS >= 7.460) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[1,1] (death = 0.052)) [Discrimination Score: -1.500; Robustness + : -0.001; Robustness - : -0.001; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 64.248 & CREATININE >= 2.041) [Discrimination Score: -3.610; Robustness + : -6.506; Robustness - : -0.941; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 75.827 & Pulse >= 77.572) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.290 | AF <= 0.402) & cosen >= -2.391) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.238 -> LOS >= 2.490) [Discrimination Score: -1.549; Robustness + : -9.510; Robustness - : -4.653; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.026) U[1,2] (death = 0.052)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 67.366 & CREATININE >= 1.845) [Discrimination Score: -3.179; Robustness + : -3.577; Robustness - : -0.745; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 86.529 & Pulse >= 87.418) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.086 | AF <= 0.258) & cosen >= -2.432) [Discrimination Score: -0.112; Robustness + : 0.035; Robustness - : 0.069; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.321 -> LOS >= 2.836) [Discrimination Score: -1.549; Robustness + : -9.164; Robustness - : -4.307; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.025) U[0,1] (death = 0.052)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 68.840 & CREATININE >= 1.472) [Discrimination Score: -2.319; Robustness + : -2.116; Robustness - : -0.372; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 82.411 & Pulse >= 82.929) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
