G[0,0](hr >= 88.840 & Pulse >= 92.022) [Discrimination Score: 0.128; Robustness + : 0.766; Robustness - : -2.451; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.746 | AF <= 0.951) & cosen >= -1.983) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.743 -> LOS >= 3.009) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[0,1] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.213 & CREATININE >= 0.829) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 87.734 & Pulse >= 73.500) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.773 | AF <= 0.908) & cosen >= -2.312) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.947 -> LOS >= 2.948) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.937 & CREATININE >= 0.904) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 90.592 & Pulse >= 94.061) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.362 | AF <= 0.973) & cosen >= -2.326) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.514 -> LOS >= 2.260) [Discrimination Score: 0.841; Robustness + : -0.740; Robustness - : -3.597; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 15.488 & CREATININE >= 0.905) [Discrimination Score: 1.860; Robustness + : -1.275; Robustness - : -5.512; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 89.123 & Pulse >= 88.361) [Discrimination Score: 0.296; Robustness + : 1.878; Robustness - : -5.504; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.423 | AF <= 0.973) & cosen >= -2.216) [Discrimination Score: -0.046; Robustness + : 0.121; Robustness - : 0.144; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.592 -> LOS >= 2.840) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[1,1] (death = 0.031)) [Discrimination Score: -0.408; Robustness + : -0.007; Robustness - : 0.136; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 17.292 & CREATININE >= 0.821) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 86.105 & Pulse >= 91.772) [Discrimination Score: 0.425; Robustness + : 1.935; Robustness - : -8.914; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.683 | AF <= 0.979) & cosen >= -2.293) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.180 -> LOS >= 2.036) [Discrimination Score: 1.080; Robustness + : -0.964; Robustness - : -1.964; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.007) U[1,1] (death = 0.031)) [Discrimination Score: -0.408; Robustness + : -0.007; Robustness - : 0.135; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 16.866 & CREATININE >= 0.817) [Discrimination Score: 1.860; Robustness + : -0.898; Robustness - : -4.134; Percent Class + : 0.000; Percent Class - : 1.000]
