G[0,0](hr >= 73.922 & Pulse >= 69.512) [Discrimination Score: -0.738; Robustness + : 7.519; Robustness - : 23.986; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.963 | AF <= 0.972) & cosen >= -1.573) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.210 -> LOS >= 8.705) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[1,1] (death = 0.011)) [Discrimination Score: -0.408; Robustness + : -0.002; Robustness - : 0.141; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 22.614 & CREATININE >= 0.870) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 83.291 & Pulse >= 61.499) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.982 | AF <= 0.982) & cosen >= -2.153) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.820 -> LOS >= 5.549) [Discrimination Score: -1.529; Robustness + : -7.451; Robustness - : -3.038; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[0,2] (death = 0.011)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 24.600 & CREATININE >= 0.865) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 74.248 & Pulse >= 72.545) [Discrimination Score: -0.711; Robustness + : 6.145; Robustness - : 22.020; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.975 | AF <= 0.996) & cosen >= -1.192) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.274 -> LOS >= 3.158) [Discrimination Score: -1.372; Robustness + : -9.842; Robustness - : -4.761; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[1,2] (death = 0.011)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 24.295 & CREATININE >= 0.886) [Discrimination Score: -0.763; Robustness + : -0.183; Robustness - : 0.214; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 75.187 & Pulse >= 77.354) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.965 | AF <= 0.972) & cosen >= -2.004) [Discrimination Score: -0.017; Robustness + : -0.025; Robustness - : -0.019; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.896 -> LOS >= 4.763) [Discrimination Score: -2.241; Robustness + : -8.237; Robustness - : -1.707; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.002) U[0,2] (death = 0.011)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 25.376 & CREATININE >= 0.865) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 81.968 & Pulse >= 79.600) [Discrimination Score: -0.512; Robustness + : -1.422; Robustness - : 7.754; Percent Class + : 1.000; Percent Class - : 0.000]
