G[0,0](hr >= 82.948 & Pulse >= 89.349) [Discrimination Score: 0.005; Robustness + : -1.265; Robustness - : -1.349; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.270 | AF <= 0.219) & cosen >= -2.281) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.429 -> LOS >= 2.375) [Discrimination Score: 1.179; Robustness + : -0.429; Robustness - : -4.768; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[0,0] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -0.005; Robustness - : -0.005; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 14.327 & CREATININE >= 1.149) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 87.259 & Pulse >= 84.775) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.347 | AF <= 0.498) & cosen >= -2.478) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.298 -> LOS >= 2.063) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[1,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 19.760 & CREATININE >= 1.132) [Discrimination Score: 2.868; Robustness + : -0.103; Robustness - : -1.240; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 77.354 & Pulse >= 83.376) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.064 | AF <= 0.446) & cosen >= -2.418) [Discrimination Score: -0.114; Robustness + : 0.145; Robustness - : 0.173; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.432 -> LOS >= 2.350) [Discrimination Score: 1.185; Robustness + : -0.432; Robustness - : -4.793; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.004) U[0,1] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 15.172 & CREATININE >= 1.150) [Discrimination Score: 2.886; Robustness + : -0.611; Robustness - : -5.828; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 81.151 & Pulse >= 83.327) [Discrimination Score: 0.538; Robustness + : 3.666; Robustness - : -2.613; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.497 | AF <= 0.413) & cosen >= -2.259) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.469 -> LOS >= 2.056) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[1,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 17.782 & CREATININE >= 1.132) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 75.782 & Pulse >= 75.175) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.212 | AF <= 0.122) & cosen >= -2.384) [Discrimination Score: -0.025; Robustness + : 0.087; Robustness - : 0.093; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.157 -> LOS >= 2.082) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.015) U[2,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -0.015; Robustness - : -0.015; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 17.383 & CREATININE >= 1.102) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 83.330 & Pulse >= 84.915) [Discrimination Score: -0.064; Robustness + : 1.910; Robustness - : 3.085; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.496 | AF <= 0.377) & cosen >= -2.346) [Discrimination Score: -0.196; Robustness + : 0.076; Robustness - : 0.118; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.117 -> LOS >= 2.200) [Discrimination Score: 1.311; Robustness + : -0.117; Robustness - : -4.942; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[0,1] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 18.789 & CREATININE >= 1.119) [Discrimination Score: 2.881; Robustness + : -0.195; Robustness - : -2.211; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 87.966 & Pulse >= 79.868) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.059 | AF <= 0.390) & cosen >= -2.298) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.189 -> LOS >= 2.192) [Discrimination Score: 1.293; Robustness + : -0.189; Robustness - : -4.951; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.014) U[1,1] (death = 0.031)) [Discrimination Score: 4.000; Robustness + : -0.014; Robustness - : -0.014; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 18.021 & CREATININE >= 1.154) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 78.094 & Pulse >= 78.170) [Discrimination Score: 0.423; Robustness + : 7.601; Robustness - : 2.544; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.321 | AF <= 0.192) & cosen >= -2.407) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.390 -> LOS >= 2.339) [Discrimination Score: 1.487; Robustness + : -0.390; Robustness - : -5.661; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.015) U[0,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 18.512 & CREATININE >= 1.105) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 80.580 & Pulse >= 89.112) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.078 | AF <= 0.047) & cosen >= -2.362) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.382 -> LOS >= 2.092) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,2] (death = 0.031)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 16.415 & CREATININE >= 1.144) [Discrimination Score: 2.885; Robustness + : -0.472; Robustness - : -4.585; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 77.481 & Pulse >= 75.934) [Discrimination Score: -0.178; Robustness + : 8.731; Robustness - : 12.066; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.403 | AF <= 0.475) & cosen >= -2.380) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
