G[1,1](hr >= 55.025 & Pulse >= 57.087) [Discrimination Score: -2.159; Robustness + : -4.376; Robustness - : 32.913; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.434 | AF <= 0.323) & cosen >= -2.035) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.673 -> LOS >= 1.275) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.027) U[0,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 19.630 & CREATININE >= 0.940) [Discrimination Score: 1.044; Robustness + : -0.728; Robustness - : -1.370; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 59.781 & Pulse >= 45.421) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.647 | AF <= 0.047) & cosen >= -2.119) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.935 -> LOS >= 1.028) [Discrimination Score: 1.703; Robustness + : -0.935; Robustness - : -6.972; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.016) U[0,1] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 19.556 & CREATININE >= 0.870) [Discrimination Score: 1.044; Robustness + : -0.727; Robustness - : -1.444; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 61.068 & Pulse >= 57.317) [Discrimination Score: -2.447; Robustness + : -8.222; Robustness - : 31.693; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.716 | AF <= 0.294) & cosen >= -2.047) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.505 -> LOS >= 1.990) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[1,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.130 & CREATININE >= 0.912) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 50.445 & Pulse >= 46.547) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.618 | AF <= 0.219) & cosen >= -2.048) [Discrimination Score: 0.277; Robustness + : 0.024; Robustness - : -0.079; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.636 -> LOS >= 1.564) [Discrimination Score: 1.636; Robustness + : -0.636; Robustness - : -6.436; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.023) U[1,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 17.859 & CREATININE >= 0.907) [Discrimination Score: 1.044; Robustness + : -1.558; Robustness - : -3.141; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 47.796 & Pulse >= 53.733) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.946 | AF <= 0.049) & cosen >= -2.335) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.744 -> LOS >= 1.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.015) U[1,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 19.044 & CREATININE >= 0.903) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 59.011 & Pulse >= 42.074) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.302 | AF <= 0.181) & cosen >= -2.372) [Discrimination Score: 0.401; Robustness + : 0.239; Robustness - : 0.166; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.911 -> LOS >= 1.480) [Discrimination Score: 1.582; Robustness + : -0.911; Robustness - : -6.520; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[1,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 18.103 & CREATININE >= 0.952) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 58.973 & Pulse >= 47.387) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.865 | AF <= 0.157) & cosen >= -2.408) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.397 -> LOS >= 1.669) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[1,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 17.331 & CREATININE >= 0.902) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 53.138 & Pulse >= 56.051) [Discrimination Score: -2.136; Robustness + : -3.084; Robustness - : 33.949; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.386 | AF <= 0.358) & cosen >= -2.289) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.949 -> LOS >= 2.181) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.000) U[0,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 16.955 & CREATININE >= 0.895) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 60.184 & Pulse >= 52.086) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.115 | AF <= 0.304) & cosen >= -2.415) [Discrimination Score: 0.522; Robustness + : 0.242; Robustness - : 0.086; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.633 -> LOS >= 2.097) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.029) U[0,1] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 17.369 & CREATININE >= 0.883) [Discrimination Score: 1.044; Robustness + : -1.780; Robustness - : -3.631; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 45.918 & Pulse >= 51.823) [Discrimination Score: -2.063; Robustness + : 1.820; Robustness - : 38.177; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.539 | AF <= 0.154) & cosen >= -2.257) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.822 -> LOS >= 1.483) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.023) U[0,2] (death = 0.067)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 19.744 & CREATININE >= 0.800) [Discrimination Score: 1.044; Robustness + : -0.601; Robustness - : -1.256; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](direct >= 0.114 & y = 0.825) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((hr >= 52.367) U[0,0] (y = 0.519)) [Discrimination Score: -3.410; Robustness + : 1.800; Robustness - : 42.632; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Pulse < 103.864 & y = 0.549) [Discrimination Score: 0.568; Robustness + : -0.549; Robustness - : -1.232; Percent Class + : 1.000; Percent Class - : 0.000]
((n_evts < 0.566) U[2,2] (y = 0.057)) [Discrimination Score: 7.170; Robustness + : 0.566; Robustness - : -0.380; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](LOS > 2.062 & y = 0.919) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](ICU_Pt_Days <= 3.103 -> y = 0.238) [Discrimination Score: -1.547; Robustness + : -3.103; Robustness - : -0.609; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](dfa >= 0.659 & y = 0.192) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((Glasgow_Coma_Scale_Total <= 14.977) U[0,0] (y = 0.276)) [Discrimination Score: 0.000; Robustness + : -0.023; Robustness - : -0.023; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](lds < 1.916 -> y = 0.564) [Discrimination Score: -0.545; Robustness + : -1.053; Robustness - : -0.521; Percent Class + : 0.000; Percent Class - : 1.000]
((AF >= 0.003) U[0,2] (y = 0.218)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MET < 0.477) U[0,0] (y = 0.648)) [Discrimination Score: 4.000; Robustness + : 0.477; Robustness - : 0.477; Percent Class + : 0.000; Percent Class - : 1.000]
((n_edrk > 0.067) U[1,1] (y = 0.004)) [Discrimination Score: 0.537; Robustness + : 0.847; Robustness - : 0.505; Percent Class + : 0.000; Percent Class - : 1.000]
((WHITE_BLOOD_CELL_COUNT >= 9.736) U[2,2] (y = 0.383)) [Discrimination Score: 1.037; Robustness + : 3.662; Robustness - : -0.584; Percent Class + : 0.000; Percent Class - : 1.000]
((HEMOGLOBIN <= 12.497) U[0,0] (y = 0.020)) [Discrimination Score: -1.043; Robustness + : 1.107; Robustness - : 2.297; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](CHLORIDE > 102.590 -> y = 0.696) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PHOSPHORUS >= 3.619) U[0,1] (y = 0.740)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](CREATININE < 1.080 -> y = 0.861) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](PROTIME_INR > 1.005 & y = 0.825) [Discrimination Score: -2.449; Robustness + : -0.825; Robustness - : -0.268; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](SODIUM > 134.121 -> y = 0.950) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](CO2 <= 25.388 -> y = 0.096) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](MAGNESIUM <= 1.991 & y = 0.967) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](BLOOD_UREA_NITROGEN <= 18.645 -> y = 0.997) [Discrimination Score: -0.784; Robustness + : -3.512; Robustness - : 0.145; Percent Class + : 1.000; Percent Class - : 0.000]
((PARTIAL_THROMBOPLASTIN_TIME <= 29.942) U[1,2] (y = 0.870)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](POTASSIUM < 4.204 & y = 0.234) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](s24_hr < 0.001 -> y = 0.652) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](PLATELET_COUNT < 243.186 & y = 0.505) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](s8_hr < 0.000 & y = 0.308) [Discrimination Score: 2.449; Robustness + : -0.308; Robustness - : -0.637; Percent Class + : 1.000; Percent Class - : 0.000]
((srr > 0.045) U[0,0] (y = 0.459)) [Discrimination Score: 0.346; Robustness + : 0.033; Robustness - : 0.017; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](death <= 0.566 & y = 0.376) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((edrk > 13.544) U[1,2] (y = 0.002)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](tte > -2.385 & y = 0.534) [Discrimination Score: 0.220; Robustness + : -0.534; Robustness - : -0.614; Percent Class + : 0.000; Percent Class - : 1.000]
((cosen >= -2.141) U[0,2] (y = 0.351)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((SBP >= 70.240) U[1,2] (y = 0.182)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((O2_Flow <= 6.192) U[0,1] (y = 0.071)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((s24_edrk >= -0.003) U[0,0] (y = 0.755)) [Discrimination Score: -0.290; Robustness + : 0.003; Robustness - : 0.003; Percent Class + : 0.000; Percent Class - : 1.000]
((af >= 0.010) U[1,2] (y = 0.672)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](s2_hr > -0.001 -> y = 0.496) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](s8_edrk < 0.002 -> y = 0.882) [Discrimination Score: -0.315; Robustness + : -0.002; Robustness - : -0.002; Percent Class + : 0.000; Percent Class - : 1.000]
((Temp > 35.888) U[0,2] (y = 0.549)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](Mort >= 0.049 -> y = 0.513) [Discrimination Score: 0.408; Robustness + : 0.049; Robustness - : -0.094; Percent Class + : 0.000; Percent Class - : 1.000]
((s2_edrk > -0.007) U[1,2] (y = 0.819)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((SpO2 > 93.743) U[1,2] (y = 0.925)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](Resp < 20.210 -> y = 0.462) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CALCIUM > 8.900) U[1,1] (y = 0.266)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](TOTAL_BILIRUBIN <= 0.700 -> y = 0.902) [Discrimination Score: 0.000; Robustness + : -0.000; Robustness - : -0.000; Percent Class + : 1.000; Percent Class - : 0.000]
((OXYGEN_SATURATION >= 94.700) U[0,1] (y = 0.947)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((LACTIC_ACID >= 1.300) U[0,1] (y = 0.636)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](ALBUMIN < 3.200 -> y = 0.881) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((TROPONIN_I > 0.060) U[0,1] (y = 0.922)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](TOTAL_PROTEIN > 6.300 -> y = 0.736) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Sgy >= 0.000 & y = 0.728) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](ALKALINE_PHOSPHATASE < 91.000 & y = 0.763) [Discrimination Score: -2.449; Robustness + : -0.763; Robustness - : -0.312; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](ALT_GPT > 22.000 & y = 0.478) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](AST_GOT > 27.000 -> y = 0.828) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](GLUCOSE >= 119.000 -> y = 0.936) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((PCO2 >= 39.500) U[0,0] (y = 0.986)) [Discrimination Score: 0.000; Robustness + : 0.000; Robustness - : 0.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CO2 <= 25.012) U[0,1] (CREATININE >= 0.837)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 19.628 | CHLORIDE <= 102.917) [Discrimination Score: 1.044; Robustness + : 4.940; Robustness - : 0.917; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BLOOD_UREA_NITROGEN >= 14.203 -> SODIUM <= 136.425) [Discrimination Score: 1.044; Robustness + : -4.516; Robustness - : -6.797; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](BLOOD_UREA_NITROGEN >= 16.388 -> PHOSPHORUS >= 3.531) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](PHOSPHORUS <= 3.787 & POTASSIUM >= 4.120) [Discrimination Score: 1.044; Robustness + : -0.064; Robustness - : -0.120; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE >= 102.621) U[0,2] (PHOSPHORUS >= 3.515)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](CHLORIDE <= 103.025 | CO2 <= 23.190) [Discrimination Score: 1.044; Robustness + : 3.720; Robustness - : 1.025; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](CO2 <= 24.011 | PHOSPHORUS <= 3.711) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((SODIUM >= 134.444) U[0,2] (SODIUM <= 136.526)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](MAGNESIUM <= 1.999 | PARTIAL_THROMBOPLASTIN_TIME >= 29.560) [Discrimination Score: -1.044; Robustness + : 1.123; Robustness - : 2.240; Percent Class + : 1.000; Percent Class - : 0.000]
((CREATININE <= 1.043) U[1,2] (POTASSIUM >= 4.043)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CREATININE >= 0.954) U[0,1] (MAGNESIUM >= 1.929)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME <= 30.453) U[1,2] (SODIUM >= 135.278)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](CHLORIDE >= 102.118 | CREATININE <= 0.981) [Discrimination Score: 1.044; Robustness + : 0.925; Robustness - : -0.118; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME >= 29.768) U[0,1] (PHOSPHORUS >= 3.551)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](CO2 >= 17.857 | POTASSIUM >= 4.142) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CHLORIDE <= 103.545) U[0,1] (PROTIME_INR >= 1.082)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PARTIAL_THROMBOPLASTIN_TIME <= 30.841) U[1,2] (POTASSIUM >= 4.117)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](POTASSIUM <= 4.242 -> PROTIME_INR >= 1.106) [Discrimination Score: 1.044; Robustness + : -0.060; Robustness - : -0.242; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](CO2 >= 21.386 & MAGNESIUM >= 1.935) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((CREATININE >= 0.934) U[0,1] (PARTIAL_THROMBOPLASTIN_TIME >= 27.794)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](CREATININE >= 0.839 & SODIUM >= 134.538) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PROTIME_INR >= 1.097) U[1,2] (SODIUM >= 134.276)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BLOOD_UREA_NITROGEN <= 18.328) U[1,2] (PARTIAL_THROMBOPLASTIN_TIME >= 28.772)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](PARTIAL_THROMBOPLASTIN_TIME <= 30.693 & PROTIME_INR >= 1.066) [Discrimination Score: 1.044; Robustness + : -0.564; Robustness - : -1.107; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](HEMOGLOBIN <= 12.232 | WHITE_BLOOD_CELL_COUNT >= 10.722) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](s24_edrk <= 0.000 | s8_edrk >= -0.005) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](s24_hr >= -0.001 -> s8_hr <= 0.001) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](s2_edrk <= 0.003 -> s8_edrk <= 0.000) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](s24_edrk <= 0.002 -> s2_edrk >= -0.008) [Discrimination Score: 0.308; Robustness + : -0.008; Robustness - : -0.008; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](CHLORIDE <= 103.725 & WHITE_BLOOD_CELL_COUNT <= 13.995) [Discrimination Score: -0.975; Robustness + : -0.831; Robustness - : 1.725; Percent Class + : 0.000; Percent Class - : 1.000]
((MAGNESIUM >= 1.939) U[1,2] (WHITE_BLOOD_CELL_COUNT >= 10.077)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](PHOSPHORUS <= 3.645 & WHITE_BLOOD_CELL_COUNT >= 11.534) [Discrimination Score: 1.044; Robustness + : -1.579; Robustness - : -3.134; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](SODIUM <= 136.671 -> WHITE_BLOOD_CELL_COUNT <= 15.012) [Discrimination Score: 1.044; Robustness + : -4.556; Robustness - : -6.612; Percent Class + : 0.000; Percent Class - : 1.000]
