G[1,1](hr >= 59.705 & Pulse >= 49.318) [Discrimination Score: -2.311; Robustness + : -1.123; Robustness - : 43.326; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((af <= 0.034 | AF <= 0.135) & cosen >= -2.254) [Discrimination Score: 0.022; Robustness + : -0.055; Robustness - : -0.064; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.418 -> LOS >= 0.304) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[1,2] (death = 0.051)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 46.628 & CREATININE >= 1.207) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 53.520 & Pulse >= 50.426) [Discrimination Score: -2.746; Robustness + : 2.423; Robustness - : 48.081; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((af <= 0.159 | AF <= 0.455) & cosen >= -2.474) [Discrimination Score: -0.343; Robustness + : 0.193; Robustness - : 0.290; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.370 -> LOS >= 0.587) [Discrimination Score: 1.421; Robustness + : -0.370; Robustness - : -5.842; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.022) U[0,2] (death = 0.051)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 44.403 & CREATININE >= 1.311) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 59.727 & Pulse >= 48.102) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.490 | AF <= 0.299) & cosen >= -2.617) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.371 -> LOS >= 0.669) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[0,2] (death = 0.051)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
