G[0,2](hr >= 77.089 & Pulse >= 79.043) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.371 | AF <= 0.150) & cosen >= -2.144) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.398 -> LOS >= 3.308) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,1] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.881 & CREATININE >= 1.054) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 75.789 & Pulse >= 75.291) [Discrimination Score: -0.450; Robustness + : 2.792; Robustness - : 10.280; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.253 | AF <= 0.010) & cosen >= -2.310) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.182 -> LOS >= 2.258) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.005) U[2,2] (death = 0.033)) [Discrimination Score: -0.408; Robustness + : -0.005; Robustness - : 0.138; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 17.048 & CREATININE >= 1.027) [Discrimination Score: 0.963; Robustness + : -2.031; Robustness - : -3.952; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 74.457 & Pulse >= 72.149) [Discrimination Score: -0.634; Robustness + : 5.239; Robustness - : 17.092; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.229 | AF <= 0.474) & cosen >= -2.257) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.131 -> LOS >= 2.386) [Discrimination Score: 0.841; Robustness + : -0.614; Robustness - : -3.471; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.016) U[0,1] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 19.851 & CREATININE >= 1.045) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 70.608 & Pulse >= 76.590) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.196 | AF <= 0.404) & cosen >= -2.303) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.400 -> LOS >= 3.287) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[2,2] (death = 0.033)) [Discrimination Score: -0.408; Robustness + : -0.006; Robustness - : 0.137; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 16.621 & CREATININE >= 1.051) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 76.910 & Pulse >= 74.431) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.415 | AF <= 0.098) & cosen >= -2.130) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](n_evts <= 0.369 -> LOS >= 2.085) [Discrimination Score: 0.841; Robustness + : -0.915; Robustness - : -3.772; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.013) U[0,1] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 16.821 & CREATININE >= 1.001) [Discrimination Score: 0.964; Robustness + : -2.136; Robustness - : -4.179; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 71.018 & Pulse >= 71.836) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.497 | AF <= 0.421) & cosen >= -2.210) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.470 -> LOS >= 2.996) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[0,1] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 17.726 & CREATININE >= 1.031) [Discrimination Score: 0.963; Robustness + : -1.681; Robustness - : -3.274; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 79.342 & Pulse >= 74.292) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.009 | AF <= 0.489) & cosen >= -2.241) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.311 -> LOS >= 2.110) [Discrimination Score: 0.841; Robustness + : -0.890; Robustness - : -3.747; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.014) U[0,1] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 19.659 & CREATININE >= 1.015) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 78.498 & Pulse >= 78.960) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.084 | AF <= 0.136) & cosen >= -2.202) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.361 -> LOS >= 2.801) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.010) U[0,1] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.865 & CREATININE >= 1.004) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 83.022 & Pulse >= 75.278) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.133 | AF <= 0.331) & cosen >= -2.301) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](n_evts <= 0.441 -> LOS >= 2.477) [Discrimination Score: 0.841; Robustness + : -0.523; Robustness - : -3.380; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.000) U[1,1] (death = 0.033)) [Discrimination Score: -0.408; Robustness + : -0.000; Robustness - : 0.142; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 16.722 & CREATININE >= 1.016) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](hr >= 72.442 & Pulse >= 77.935) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.190 | AF <= 0.105) & cosen >= -2.112) [Discrimination Score: 0.116; Robustness + : -0.016; Robustness - : -0.046; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.311 -> LOS >= 2.885) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.015) U[0,2] (death = 0.033)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 20.547 & CREATININE >= 1.072) [Discrimination Score: 0.953; Robustness + : -0.238; Robustness - : -0.453; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](direct >= 0.048 & y = 0.671) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](n_evts < 0.197 & y = 0.516) [Discrimination Score: 2590291744109127.000; Robustness + : -0.516; Robustness - : -0.803; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](LOS <= 8.507 & y = 0.415) [Discrimination Score: 0.639; Robustness + : -0.415; Robustness - : -1.082; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](ICU_Pt_Days > 0.012 & y = 0.444) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((hr >= 74.285) U[1,2] (y = 0.632)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Glasgow_Coma_Scale_Total >= 14.769) U[1,2] (y = 0.934)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_edrk < 0.965 & y = 0.238) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Pulse >= 79.272 & y = 0.531) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](lds >= 0.296 & y = 0.230) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](MET >= 0.008 & y = 0.613) [Discrimination Score: -1.581; Robustness + : -0.613; Robustness - : -0.452; Percent Class + : 1.000; Percent Class - : 0.000]
((AF < 0.475) U[0,2] (y = 0.119)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](dfa <= 0.911 & y = 0.894) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](PARTIAL_THROMBOPLASTIN_TIME < 30.555 & y = 0.288) [Discrimination Score: 1.612; Robustness + : -0.554; Robustness - : -1.245; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](SpO2 > 93.356 -> y = 0.053) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](cosen >= -2.243 -> y = 0.914) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](af < 0.164 & y = 0.772) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((CALCIUM < 8.832) U[0,2] (y = 0.881)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((BLOOD_UREA_NITROGEN < 16.314) U[0,2] (y = 0.456)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](HEMOGLOBIN >= 11.147 -> y = 0.818) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((death > 0.030) U[0,2] (y = 0.778)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((PHOSPHORUS <= 3.469) U[0,0] (y = 0.780)) [Discrimination Score: 0.958; Robustness + : 0.562; Robustness - : -0.031; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](WHITE_BLOOD_CELL_COUNT >= 9.545 & y = 0.595) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((tte > -2.685) U[1,2] (y = 0.378)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](CO2 < 24.999 & y = 0.343) [Discrimination Score: 0.964; Robustness + : -0.684; Robustness - : -1.001; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](SODIUM <= 136.704 -> y = 0.276) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((Temp < 37.826) U[0,2] (y = 0.454)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](PROTIME_INR > 1.101 & y = 0.717) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](edrk >= 14.234 & y = 0.832) [Discrimination Score: -0.314; Robustness + : -1.000; Robustness - : -0.673; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Mort <= 0.063 -> y = 0.881) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
