G[2,2](hr >= 75.665 & Pulse >= 79.429) [Discrimination Score: -0.361; Robustness + : 2.655; Robustness - : 9.285; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.147 | AF <= 0.314) & cosen >= -2.435) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.148 -> LOS >= 2.354) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[1,2] (death = 0.023)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 30.382 & CREATININE >= 0.826) [Discrimination Score: -0.702; Robustness + : -0.438; Robustness - : 0.274; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 76.008 & Pulse >= 76.974) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.295 | AF <= 0.228) & cosen >= -2.401) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.302 -> LOS >= 3.657) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.003) U[0,2] (death = 0.023)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](BLOOD_UREA_NITROGEN <= 31.999 & CREATININE >= 0.831) [Discrimination Score: -1.047; Robustness + : -0.142; Robustness - : 0.269; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 78.544 & Pulse >= 79.751) [Discrimination Score: -0.194; Robustness + : 1.755; Robustness - : 4.963; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.432 | AF <= 0.457) & cosen >= -2.406) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.105 -> LOS >= 2.880) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.008) U[0,1] (death = 0.023)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 25.157 & CREATININE >= 0.805) [Discrimination Score: -0.545; Robustness + : -1.347; Robustness - : 0.295; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 83.517 & Pulse >= 76.974) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
