G[2,2](hr >= 86.885 & Pulse >= 74.441) [Discrimination Score: 0.271; Robustness + : 2.359; Robustness - : 0.943; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.035 | AF <= 0.395) & cosen >= -2.304) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.324 -> LOS >= 3.211) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.030) U[0,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 16.138 & CREATININE >= 3.899) [Discrimination Score: 4.123; Robustness + : 0.950; Robustness - : -4.862; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 82.614 & Pulse >= 78.090) [Discrimination Score: 0.928; Robustness + : 6.630; Robustness - : 0.384; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.400 | AF <= 0.465) & cosen >= -2.357) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.483 -> LOS >= 2.341) [Discrimination Score: 1.203; Robustness + : -0.659; Robustness - : -5.373; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.025) U[1,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](BLOOD_UREA_NITROGEN <= 20.212 & CREATININE >= 1.131) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 85.945 & Pulse >= 72.642) [Discrimination Score: 0.180; Robustness + : 3.299; Robustness - : 2.373; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.061 | AF <= 0.477) & cosen >= -2.334) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.249 -> LOS >= 2.702) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.006) U[0,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 15.782 & CREATININE >= 3.213) [Discrimination Score: 4.022; Robustness + : 1.235; Robustness - : -5.218; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](hr >= 81.050 & Pulse >= 87.841) [Discrimination Score: -0.298; Robustness + : 1.890; Robustness - : 6.445; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.492 | AF <= 0.029) & cosen >= -2.371) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.392 -> LOS >= 2.954) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.001) U[0,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 20.267 & CREATININE >= 4.188) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 90.321 & Pulse >= 71.370) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.076 | AF <= 0.397) & cosen >= -2.371) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.282 -> LOS >= 2.018) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](BLOOD_UREA_NITROGEN <= 20.281 & CREATININE >= 1.499) [Discrimination Score: 3.457; Robustness + : 3.819; Robustness - : -0.719; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](hr >= 86.742 & Pulse >= 71.441) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((af <= 0.185 | AF <= 0.347) & cosen >= -2.347) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](n_evts <= 0.314 -> LOS >= 2.409) [Discrimination Score: 1.203; Robustness + : -0.591; Robustness - : -5.305; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.012) U[2,2] (death = 0.061)) [Discrimination Score: -1.500; Robustness + : -0.012; Robustness - : -0.012; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](BLOOD_UREA_NITROGEN <= 18.018 & CREATININE >= 4.025) [Discrimination Score: 3.352; Robustness + : 1.304; Robustness - : -2.982; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 80.750 & Pulse >= 85.002) [Discrimination Score: 1.402; Robustness + : 4.805; Robustness - : -5.717; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((af <= 0.039 | AF <= 0.461) & cosen >= -2.362) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](n_evts <= 0.401 -> LOS >= 3.326) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.018) U[0,1] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 15.941 & CREATININE >= 3.571) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](hr >= 90.159 & Pulse >= 88.422) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.220 | AF <= 0.384) & cosen >= -2.381) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.224 -> LOS >= 3.207) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.009) U[0,0] (death = 0.061)) [Discrimination Score: -0.408; Robustness + : -0.009; Robustness - : 0.134; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 19.113 & CREATININE >= 1.276) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](hr >= 87.121 & Pulse >= 82.584) [Discrimination Score: 0.927; Robustness + : 2.123; Robustness - : -4.114; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((af <= 0.471 | AF <= 0.122) & cosen >= -2.359) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](n_evts <= 0.456 -> LOS >= 2.462) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.011) U[1,2] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](BLOOD_UREA_NITROGEN <= 15.503 & CREATININE >= 2.477) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](hr >= 84.836 & Pulse >= 78.531) [Discrimination Score: 0.758; Robustness + : 4.408; Robustness - : -0.566; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((af <= 0.111 | AF <= 0.310) & cosen >= -2.429) [Discrimination Score: -0.146; Robustness + : 0.048; Robustness - : 0.080; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](n_evts <= 0.425 -> LOS >= 2.418) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
((MET >= 0.016) U[0,1] (death = 0.061)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](BLOOD_UREA_NITROGEN <= 20.752 & CREATININE >= 2.365) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((direct <= 0.214) U[2,2] (y = 0.520)) [Discrimination Score: 1.581; Robustness + : 0.214; Robustness - : -0.282; Percent Class + : 0.000; Percent Class - : 1.000]
