Client,Num Queries
1,4620
2,4620
3,4620
4,4620
5,4620
6,4620
7,4620
9,4620
10,4620
11,4620
12,4620
13,4620
14,4620
15,4620
16,4620
17,4620
18,4620
19,4620
20,4620
21,4620
22,4620
23,4620
24,4620
25,4620
26,4620
27,4620
28,4620
29,4620
30,4620
31,4620
32,4620
33,4620
34,4620
35,4620
36,4620
37,4620
38,4620
39,4620
40,4620
41,4620
42,4620
43,4620
44,4620
45,4620
46,4620
47,4620
48,4620
49,4620
50,4620
51,4620
52,4620
53,4620
54,4620
55,4620
56,4620
57,4620
58,4620
59,4620
60,4620
61,4620
62,4620
63,4620
64,4620
65,4620
66,4620
67,4620
68,4620
69,4620
70,4620
71,4620
72,4620
73,4620
74,4620
75,4620
76,4620
77,4620
78,4620
79,4620
80,4620
82,4620
83,4620
84,4620
85,4620
86,4620
87,4620
88,4620
89,4620
90,4620
91,4620
92,4620
93,4620
94,4620
95,4620
96,4620
97,4620
98,4620
99,4620
100,4620
101,4620
102,4620
