,Non Rules
0,"G[0,0]((WHITE_BLOOD_CELL_COUNT = 0.000 -> CREATININE = 0.000))"
1,"G[0,0]((MET > 0.000 | ICU_Pt_Days = 0.000))"
2,"G[0,0]((ICU_Pt_Days = 0.000 -> HEMOGLOBIN = 0.000))"
3,"G[0,0]((death = 0.000 -> ALBUMIN = 0.000))"
4,"G[0,0]((y = 0.000 -> LOS = 0.000))"
5,"G[0,0]((death = 0.000 -> HEMOGLOBIN = 0.000))"
6,"G[0,0]((LOS < 0.000 | death = 0.000))"
7,"G[0,0]((s24_hr = 0.000 -> ALBUMIN = 0.000))"
8,"G[0,0]((CO2 < 0.000 | ICU_Pt_Days = 0.000))"
9,"G[0,0]((death = 0.000 -> LACTIC_ACID = 0.000))"
