,Non Rules
0,"((n_evts > 0.000) U[0,0] (n_evts = 0.000))"
1,"((PHOSPHORUS > 0.000) U[0,0] (Mort > 0.000))"
2,"((direct > 0.000) U[0,0] (Sgy = 0.000))"
3,"((direct = 0.000) U[0,0] (O2_Flow = 0.000))"
4,"((O2_Flow = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
5,"((Mort > 0.000) U[0,0] (Mort = 0.000))"
6,"((ICU_Pt_Days < 0.000) U[0,0] (direct > 0.000))"
7,"((SpO2 = 0.000) U[0,0] (Mort = 0.000))"
8,"((ICU_Pt_Days < 0.000) U[0,0] (SpO2 = 0.000))"
9,"((LOS < 0.000) U[0,0] (LOS = 0.000))"
10,"((O2_Flow > 0.000) U[0,0] (death > 0.000))"
11,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))"
12,"((LOS > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
13,"((direct = 0.000) U[0,0] (direct > 0.000))"
14,"((death > 0.000) U[0,0] (n_evts > 0.000))"
15,"((PHOSPHORUS > 0.000) U[0,0] (SpO2 = 0.000))"
16,"((y = 0.000) U[0,0] (n_evts = 0.000))"
17,"((MET = 0.000) U[0,0] (Sgy = 0.000))"
18,"((direct > 0.000) U[0,0] (death > 0.000))"
19,"((LOS = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
20,"((death > 0.000) U[0,0] (y > 0.000))"
21,"((Resp = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
22,"((ICU_Pt_Days > 0.000) U[0,0] (Sgy = 0.000))"
23,"((death > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
24,"((Mort = 0.000) U[0,0] (Mort > 0.000))"
25,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
26,"((ICU_Pt_Days > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
27,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
28,"((ICU_Pt_Days = 0.000) U[0,0] (LOS > 0.000))"
29,"((O2_Flow > 0.000) U[0,0] (MET < 0.000))"
30,"((direct > 0.000) U[0,0] (n_evts = 0.000))"
31,"((O2_Flow > 0.000) U[0,0] (death = 0.000))"
32,"F[0,0]((y > 0.000 & O2_Flow > 0.000))"
33,"((LOS < 0.000) U[0,0] (tte < 0.000))"
34,"((y = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
35,"F[0,0]((PLATELET_COUNT = 0.000 & O2_Flow > 0.000))"
36,"((s24_hr = 0.000) U[0,0] (death > 0.000))"
37,"((y = 0.000) U[0,0] (death = 0.000))"
38,"((MET = 0.000) U[0,0] (direct > 0.000))"
39,"((n_evts > 0.000) U[0,0] (y = 0.000))"
40,"((n_evts > 0.000) U[0,0] (death > 0.000))"
