,Non Rules
0,"((hr = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
1,"((Sgy > 0.000) U[0,0] (Pulse > 0.000))"
2,"((Sgy > 0.000) U[0,0] (n_evts = 0.000))"
3,"((Sgy > 0.000) U[0,0] (y > 0.000))"
4,"((hr = 0.000) U[0,0] (LOS > 0.000))"
5,"((LOS = 0.000) U[0,0] (Mort > 0.000))"
6,"((af != 0.000) U[0,0] (SpO2 > 0.000))"
7,"((LOS > 0.000) U[0,0] (SpO2 > 0.000))"
8,"((LOS = 0.000) U[0,0] (Mort = 0.000))"
9,"((af != 0.000) U[0,0] (Glasgow_Coma_Scale_Total < 0.000))"
10,"((af != 0.000) U[0,0] (LOS > 0.000))"
11,"((MET > 0.000) U[0,0] (LOS = 0.000))"
12,"((LOS = 0.000) U[0,0] (tte = 0.000))"
13,"((af != 0.000) U[0,0] (Pulse > 0.000))"
14,"((MET > 0.000) U[0,0] (SpO2 > 0.000))"
15,"((hr = 0.000) U[0,0] (O2_Flow < 0.000))"
16,"((af != 0.000) U[0,0] (LOS = 0.000))"
