,Non Rules
0,"((death > 0.000) U[0,0] (SBP = 0.000))"
1,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
2,"((O2_Flow > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
3,"((LOS = 0.000) U[0,0] (tte > 0.000))"
4,"((direct = 0.000) U[0,0] (Mort < 0.000))"
5,"((Mort > 0.000) U[0,0] (Mort > 0.000))"
6,"((death > 0.000) U[0,0] (direct > 0.000))"
7,"((n_evts < 0.000) U[0,0] (n_evts > 0.000))"
8,"((O2_Flow = 0.000) U[0,0] (death = 0.000))"
9,"((MET > 0.000) U[0,0] (Resp = 0.000))"
10,"((death > 0.000) U[0,0] (death = 0.000))"
11,"((Temp = 0.000) U[0,0] (BLOOD_UREA_NITROGEN = 0.000))"
12,"((direct = 0.000) U[0,0] (tte > 0.000))"
13,"((LOS > 0.000) U[0,0] (Mort = 0.000))"
14,"((direct = 0.000) U[0,0] (MET = 0.000))"
15,"((MET = 0.000) U[0,0] (direct = 0.000))"
16,"((SpO2 > 0.000) U[0,0] (death < 0.000))"
17,"((direct > 0.000) U[0,0] (Mort > 0.000))"
18,"((y > 0.000) U[0,0] (y > 0.000))"
19,"((Mort > 0.000) U[0,0] (LOS > 0.000))"
20,"((O2_Flow > 0.000) U[0,0] (MET > 0.000))"
21,"((ICU_Pt_Days = 0.000) U[0,0] (Mort > 0.000))"
