,Non Rules
0,"((direct > 0.000) U[0,0] (tte = 0.000))"
1,"((y = 0.000) U[0,0] (tte = 0.000))"
2,"((MET = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
3,"((Resp > 0.000) U[0,0] (tte < 0.000))"
4,"((Resp = 0.000) U[0,0] (n_evts > 0.000))"
5,"((MET > 0.000) U[0,0] (Mort > 0.000))"
6,"((tte = 0.000) U[0,0] (tte < 0.000))"
7,"((Resp > 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
8,"((n_evts < 0.000) U[0,0] (n_evts > 0.000))"
9,"((Mort = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
10,"((direct = 0.000) U[0,0] (direct = 0.000))"
11,"((y = 0.000) U[0,0] (Mort > 0.000))"
12,"((direct > 0.000) U[0,0] (death > 0.000))"
13,"((O2_Flow = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
14,"((death > 0.000) U[0,0] (MET > 0.000))"
15,"((ICU_Pt_Days < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
16,"((tte = 0.000) U[0,0] (y > 0.000))"
17,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
18,"((tte < 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
19,"((direct = 0.000) U[0,0] (tte = 0.000))"
20,"((n_evts < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
21,"((death = 0.000) U[0,0] (ICU_Pt_Days != 0.000))"
22,"((ICU_Pt_Days = 0.000) U[0,0] (Mort > 0.000))"
23,"((tte < 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
24,"((tte = 0.000) U[0,0] (direct = 0.000))"
