,Non Rules
0,"G[0,0]((Mort = 0.000 & LOS = 0.000))"
1,"G[0,0]((n_evts > 0.000 -> Temp = 0.000))"
2,"G[0,0]((LOS < 0.000 & LOS = 0.000))"
3,"G[0,0]((n_evts < 0.000 -> s24_hr = 0.000))"
4,"G[0,0]((LOS < 0.000 & y = 0.000))"
5,"G[0,0]((n_evts > 0.000 -> n_evts = 0.000))"
6,"G[0,0]((LOS = 0.000 & ICU_Pt_Days > 0.000))"
7,"G[0,0]((n_evts < 0.000 -> Glasgow_Coma_Scale_Total = 0.000))"
8,"G[0,0]((Pulse = 0.000 & LOS = 0.000))"
9,"G[0,0]((direct > 0.000 -> CHLORIDE < 0.000))"
10,"G[0,0]((n_evts > 0.000 -> CHLORIDE = 0.000))"
11,"G[0,0]((O2_Flow = 0.000 & ICU_Pt_Days > 0.000))"
