,Non Rules
0,"((Glasgow_Coma_Scale_Total = 0.000) U[0,0] (y = 0.000))"
1,"((ICU_Pt_Days > 0.000) U[0,0] (LOS = 0.000))"
2,"((Resp = 0.000) U[0,0] (Mort = 0.000))"
3,"((direct > 0.000) U[0,0] (y > 0.000))"
4,"((direct > 0.000) U[0,0] (direct > 0.000))"
5,"((SBP > 0.000) U[0,0] (SpO2 > 0.000))"
6,"((n_evts = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
7,"((ICU_Pt_Days = 0.000) U[0,0] (n_evts > 0.000))"
8,"((OXYGEN_SATURATION = 0.000) U[0,0] (Mort > 0.000))"
9,"((n_evts = 0.000) U[0,0] (Pulse = 0.000))"
10,"((ICU_Pt_Days > 0.000) U[0,0] (MET = 0.000))"
11,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
12,"((CHLORIDE = 0.000) U[0,0] (SpO2 > 0.000))"
13,"((Sgy = 0.000) U[0,0] (n_evts = 0.000))"
14,"((MAGNESIUM = 0.000) U[0,0] (y > 0.000))"
15,"((Pulse = 0.000) U[0,0] (MET > 0.000))"
16,"((ALKALINE_PHOSPHATASE > 0.000) U[0,0] (n_evts > 0.000))"
17,"((O2_Flow = 0.000) U[0,0] (MET > 0.000))"
18,"((y > 0.000) U[0,0] (n_evts > 0.000))"
19,"((direct > 0.000) U[0,0] (MET = 0.000))"
20,"((death = 0.000) U[0,0] (y = 0.000))"
21,"((OXYGEN_SATURATION = 0.000) U[0,0] (Mort = 0.000))"
