,Non Rules
0,"((Mort < 0.000) U[0,0] (Mort > 0.000))"
1,"((LOS = 0.000) U[0,0] (O2_Flow > 0.000))"
2,"((direct > 0.000) U[0,0] (MET > 0.000))"
3,"((n_evts > 0.000) U[0,0] (Pulse = 0.000))"
4,"G[0,0]((LOS > 0.000 -> LOS = 0.000))"
5,"((Mort < 0.000) U[0,0] (O2_Flow > 0.000))"
6,"((direct > 0.000) U[0,0] (Mort > 0.000))"
7,"((Mort = 0.000) U[0,0] (Resp > 0.000))"
8,"((tte > 0.000) U[0,0] (Resp > 0.000))"
9,"((Pulse = 0.000) U[0,0] (direct = 0.000))"
10,"((tte = 0.000) U[0,0] (Temp > 0.000))"
11,"((SBP > 0.000) U[0,0] (tte = 0.000))"
12,"((ICU_Pt_Days = 0.000) U[0,0] (tte > 0.000))"
13,"((SBP > 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
14,"((Mort > 0.000) U[0,0] (Mort > 0.000))"
15,"((Mort < 0.000) U[0,0] (lds < 0.000))"
16,"((direct > 0.000) U[0,0] (Mort = 0.000))"
17,"((death > 0.000) U[0,0] (y > 0.000))"
18,"((O2_Flow > 0.000) U[0,0] (tte < 0.000))"
19,"((Mort < 0.000) U[0,0] (LOS = 0.000))"
20,"((Mort > 0.000) U[0,0] (Resp = 0.000))"
21,"((ICU_Pt_Days < 0.000) U[0,0] (LOS > 0.000))"
22,"F[0,0]((tte = 0.000 & LOS = 0.000))"
23,"((ICU_Pt_Days = 0.000) U[0,0] (ICU_Pt_Days > 0.000))"
24,"((death > 0.000) U[0,0] (lds < 0.000))"
25,"((Pulse = 0.000) U[0,0] (CREATININE = 0.000))"
26,"((O2_Flow = 0.000) U[0,0] (SBP = 0.000))"
27,"((y = 0.000) U[0,0] (lds < 0.000))"
28,"((Mort < 0.000) U[0,0] (MET < 0.000))"
29,"((Temp = 0.000) U[0,0] (Mort < 0.000))"
30,"((MET = 0.000) U[0,0] (lds < 0.000))"
31,"((Sgy > 0.000) U[0,0] (y > 0.000))"
32,"((death = 0.000) U[0,0] (Temp > 0.000))"
33,"((MET > 0.000) U[0,0] (Resp > 0.000))"
34,"((Mort < 0.000) U[0,0] (CREATININE = 0.000))"
35,"((Mort = 0.000) U[0,0] (Mort > 0.000))"
36,"((O2_Flow > 0.000) U[0,0] (tte > 0.000))"
