,Non Rules
0,"((death > 0.000) U[0,0] (SBP = 0.000))"
1,"((Pulse = 0.000) U[0,0] (tte = 0.000))"
2,"((ICU_Pt_Days > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
3,"((LOS = 0.000) U[0,0] (n_evts < 0.000))"
4,"((ICU_Pt_Days = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
5,"((ICU_Pt_Days > 0.000) U[0,0] (LOS > 0.000))"
6,"((Pulse = 0.000) U[0,0] (CALCIUM = 0.000))"
7,"((n_evts = 0.000) U[0,0] (MET = 0.000))"
8,"((n_evts > 0.000) U[0,0] (ICU_Pt_Days = 0.000))"
9,"((LOS = 0.000) U[0,0] (GLUCOSE < 0.000))"
10,"((LOS > 0.000) U[0,0] (CHLORIDE = 0.000))"
11,"((tte = 0.000) U[0,0] (BLOOD_UREA_NITROGEN > 0.000))"
12,"((Mort > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
13,"((SBP = 0.000) U[0,0] (n_evts = 0.000))"
14,"((Temp = 0.000) U[0,0] (SBP = 0.000))"
15,"((O2_Flow = 0.000) U[0,0] (Resp < 0.000))"
16,"((O2_Flow = 0.000) U[0,0] (CREATININE = 0.000))"
17,"((tte = 0.000) U[0,0] (LOS > 0.000))"
18,"((O2_Flow = 0.000) U[0,0] (n_evts > 0.000))"
19,"((n_evts = 0.000) U[0,0] (SBP > 0.000))"
20,"((Mort < 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
21,"((Mort = 0.000) U[0,0] (Temp = 0.000))"
22,"((LOS = 0.000) U[0,0] (Mort < 0.000))"
23,"((Mort < 0.000) U[0,0] (Resp < 0.000))"
24,"((n_evts = 0.000) U[0,0] (LOS < 0.000))"
25,"((y = 0.000) U[0,0] (GLUCOSE < 0.000))"
26,"((LOS = 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))"
27,"((tte = 0.000) U[0,0] (y = 0.000))"
28,"((tte = 0.000) U[0,0] (MET > 0.000))"
29,"((n_evts > 0.000) U[0,0] (Pulse = 0.000))"
30,"((ICU_Pt_Days = 0.000) U[0,0] (tte < 0.000))"
31,"((death > 0.000) U[0,0] (Mort > 0.000))"
32,"((tte = 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
33,"((n_evts > 0.000) U[0,0] (O2_Flow > 0.000))"
34,"((Mort > 0.000) U[0,0] (Sgy < 0.000))"
35,"((direct = 0.000) U[0,0] (MET = 0.000))"
36,"((direct = 0.000) U[0,0] (death > 0.000))"
37,"((ICU_Pt_Days > 0.000) U[0,0] (y > 0.000))"
38,"((LOS = 0.000) U[0,0] (BLOOD_UREA_NITROGEN > 0.000))"
39,"((LOS > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
40,"((y > 0.000) U[0,0] (tte < 0.000))"
41,"((death = 0.000) U[0,0] (CHLORIDE = 0.000))"
42,"((death > 0.000) U[0,0] (death > 0.000))"
43,"((Mort < 0.000) U[0,0] (LOS < 0.000))"
44,"((ICU_Pt_Days > 0.000) U[0,0] (n_evts < 0.000))"
45,"((death = 0.000) U[0,0] (GLUCOSE < 0.000))"
46,"((n_evts > 0.000) U[0,0] (Glasgow_Coma_Scale_Total > 0.000))"
47,"((LOS = 0.000) U[0,0] (Resp < 0.000))"
48,"((Mort < 0.000) U[0,0] (Sgy < 0.000))"
49,"((n_evts = 0.000) U[0,0] (Sgy < 0.000))"
