,Non Rules
0,"F[0,0]((direct > 0.000 & Mort = 0.000))"
1,"F[0,0]((PHOSPHORUS = 0.000 & y = 0.000))"
2,"F[0,0]((AST_GOT = 0.000 -> n_evts = 0.000))"
3,"F[0,0]((af = 0.000 & ICU_Pt_Days = 0.000))"
4,"F[0,0]((ICU_Pt_Days = 0.000 -> LOS = 0.000))"
5,"F[0,0]((MET = 0.000 -> n_evts = 0.000))"
6,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 -> direct = 0.000))"
7,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 & Mort = 0.000))"
8,"F[0,0]((LOS = 0.000 & death = 0.000))"
9,"F[0,0]((n_evts < 0.000 -> direct = 0.000))"
10,"F[0,0]((BLOOD_UREA_NITROGEN = 0.000 -> LOS = 0.000))"
11,"F[0,0]((af = 0.000 & Mort = 0.000))"
12,"F[0,0]((O2_Flow = 0.000 & ICU_Pt_Days = 0.000))"
13,"F[0,0]((PCO2 = 0.000 & y = 0.000))"
