,Rule,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,F1,Accuracy,MCR,BalancedAccuracy,Class
0,"((Mort = 0.000) U[0,0] (death > 0.000))",750,36,90,0,750,126,840,36,1.0,0.2857142857142857,0.7142857142857143,0.8928571428571429,0.9433962264150945,0.8972602739726028,0.10273972602739723,0.6428571428571428,Negative
1,"((MET = 0.000) U[0,0] (death = 0.000))",750,36,90,0,750,126,840,36,1.0,0.2857142857142857,0.7142857142857143,0.8928571428571429,0.9433962264150945,0.8972602739726028,0.10273972602739723,0.6428571428571428,Positive
2,"((n_evts > 0.000) U[0,0] (n_evts = 0.000))",750,121,5,0,750,126,755,121,1.0,0.9603174603174603,0.03968253968253968,0.9933774834437086,0.9966777408637874,0.9942922374429224,0.005707762557077611,0.9801587301587302,Positive
3,"((PHOSPHORUS > 0.000) U[0,0] (Mort > 0.000))",750,58,68,0,750,126,818,58,1.0,0.4603174603174603,0.5396825396825397,0.9168704156479217,0.9566326530612245,0.9223744292237442,0.07762557077625576,0.7301587301587301,Negative
4,"((y > 0.000) U[0,0] (LOS > 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Positive
5,"((direct > 0.000) U[0,0] (Sgy = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Positive
6,"((direct = 0.000) U[0,0] (O2_Flow = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
7,"((O2_Flow = 0.000) U[0,0] (ICU_Pt_Days = 0.000))",624,21,105,126,750,126,729,147,0.832,0.16666666666666666,0.8333333333333334,0.8559670781893004,0.8438133874239351,0.7363013698630136,0.26369863013698636,0.4993333333333333,Negative
8,"((Mort > 0.000) U[0,0] (Mort = 0.000))",750,58,68,0,750,126,818,58,1.0,0.4603174603174603,0.5396825396825397,0.9168704156479217,0.9566326530612245,0.9223744292237442,0.07762557077625576,0.7301587301587301,Positive
9,"((ICU_Pt_Days < 0.000) U[0,0] (direct > 0.000))",750,63,63,0,750,126,813,63,1.0,0.5,0.5,0.922509225092251,0.9596928982725529,0.928082191780822,0.07191780821917804,0.75,Negative
10,"((SpO2 = 0.000) U[0,0] (Mort = 0.000))",750,58,68,0,750,126,818,58,1.0,0.4603174603174603,0.5396825396825397,0.9168704156479217,0.9566326530612245,0.9223744292237442,0.07762557077625576,0.7301587301587301,Positive
11,"((y = 0.000) U[0,0] (y = 0.000))",750,81,45,0,750,126,795,81,1.0,0.6428571428571429,0.35714285714285715,0.9433962264150944,0.970873786407767,0.9486301369863014,0.05136986301369861,0.8214285714285714,Positive
12,"((n_evts > 0.000) U[0,0] (Glasgow_Coma_Scale_Total = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
13,"((y = 0.000) U[0,0] (MET < 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
14,"((Mort > 0.000) U[0,0] (n_evts = 0.000))",750,121,5,0,750,126,755,121,1.0,0.9603174603174603,0.03968253968253968,0.9933774834437086,0.9966777408637874,0.9942922374429224,0.005707762557077611,0.9801587301587302,Positive
15,"((ICU_Pt_Days < 0.000) U[0,0] (SpO2 = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
16,"((direct = 0.000) U[0,0] (SpO2 = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
17,"((LOS < 0.000) U[0,0] (LOS = 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
18,"((O2_Flow > 0.000) U[0,0] (death > 0.000))",750,36,90,0,750,126,840,36,1.0,0.2857142857142857,0.7142857142857143,0.8928571428571429,0.9433962264150945,0.8972602739726028,0.10273972602739723,0.6428571428571428,Negative
19,"((ICU_Pt_Days < 0.000) U[0,0] (Mort < 0.000))",750,0,126,0,750,126,876,0,1.0,0.0,1.0,0.8561643835616438,0.9225092250922509,0.8561643835616438,0.14383561643835618,0.5,Negative
