,Non Rules
0,"G[0,0]((Temp = 0.000 & tte = 0.000))"
1,"G[0,0]((Resp = 0.000 & Pulse = 0.000))"
2,"F[0,0]((direct = 0.000 & LOS > 0.000))"
3,"F[0,0]((ICU_Pt_Days = 0.000 & Temp = 0.000))"
4,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 & Glasgow_Coma_Scale_Total = 0.000))"
5,"G[0,0]((death = 0.000 & O2_Flow = 0.000))"
6,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 & Temp = 0.000))"
7,"G[0,0]((y = 0.000 & CO2 = 0.000))"
8,"F[0,0]((LOS = 0.000 & CREATININE = 0.000))"
9,"F[0,0]((tte = 0.000 & O2_Flow = 0.000))"
10,"G[0,0]((LOS = 0.000 & y = 0.000))"
11,"F[0,0]((CALCIUM = 0.000 & n_evts > 0.000))"
12,"F[0,0]((ALKALINE_PHOSPHATASE = 0.000 & CO2 = 0.000))"
13,"G[0,0]((Resp = 0.000 & MET = 0.000))"
14,"F[0,0]((ICU_Pt_Days = 0.000 & dfa = 0.000))"
15,"F[0,0]((Mort = 0.000 & O2_Flow = 0.000))"
