Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,0]((BGTestAvgNumPtRep <= 4.548 & Triglyc >= 21.291) -> Pt_FatherT1D >= 24.398)
",1.187,13.344,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0](((NumPumpBolusOrShortAct >= 3.102 | TotChol <= 186.449) & HbA1c >= 32.743) -> Pt_SiblingT1D <= 167.218)
",-167.218,-167.218,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"F[0,0](((BldPrSys <= 119.119 | TSH <= 3.128) -> HeightCm <= 2.230) & Pt_SiblingT1D >= 0.948)
",-8382266041075275.000,-119.119,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"G[0,0](age >= 12.175 | Pt_SiblingT1D >= 0.000)
",0.000,0.000,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"F[0,0](BGTestAvgNumPtRep <= 6.662 & Pt_SHFlg = 0.785)
",-1.031,-19.157,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0](((LDL <= 120.680 | TotalDailyInsPerKg <= 1.046) | BUN >= 0.712) & BldPrSys <= 0.946)
",0.946,0.946,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0]((GFR >= 0.000 -> BldPrSys <= 131.768) -> HbA1c >= 110.323)
",90.002,109.463,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0](diagAgeCombo >= 2.000 -> Pt_SHFlg = 0.756)
",2.704,1.585,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"((LDL >= 40.773) U[0,0] (Pt_SHFlg = 0.097))
",-1.061,-17.515,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"G[0,0]((BGTestAvgNumMeter <= 4.097 | Pt_CGMUseNumDays <= 0.000) | diabDur >= 0.000)
",10.690,13.333,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"F[0,0]((Pt_SHFlg <= 0.152 | UnitsInsBasalOrLongAct >= 16.120) -> Pt_CGMUseNumDays >= 10.909)
",-20472.091,-20472.091,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"G[0,0](Pt_CGMUseNumDays >= 0.000 | DirectLDL >= 0.000)
",20483.000,20483.000,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0](((LDL <= 79.637 -> Triglyc >= 10.884) | age <= 57.318) | LDL >= 35.616)
",57.318,57.318,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0](AlbCreatRat_mggNew >= 8.159 | HeightCm >= 160.357)
",-8.159,-8.159,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0]((diabDur >= 10.300 & UnitsInsBasalOrLongAct <= 19.952) -> BldPrSys >= 11.097)
",-2.432,-3.033,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0]((BUN >= 0.078 & UnitsInsBasalOrLongAct <= 24.726) -> HbA1c >= 12.892)
",-0.699,-6.823,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0]((TotalDailyInsPerKg <= 1.003 -> BldPrSys >= 110.944) | TotChol <= 130.847)
",2.994,105.847,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"G[0,0]((BGTestAvgNumPtRep >= 1.926 -> GFR <= 0.000) | bmiZscore >= 0.000)
",5.517,0.680,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
