Rule,Discrimination Score,Pos Robustness,Neg Robustness,Percent Class +,Percent Class -,TP,TN,FP,FN,Actual Yes,Actual No,Predicted Yes,Predicted No,TPR/Sens,TNR/Spec,FPR,Precision,Accuracy,MCR,Class
"G[0,0](((NumPumpBolusOrShortAct >= 0.614 & SMBGperDayPtMeterCombo >= 5.907) & HDL <= 6.777) | BldPrDia >= 5.045)
",79.871,112.955,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"((bmi <= 17.951) U[0,0] (HDL >= 6.626))
",1.673,31.092,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0]((HbA1c <= 9.117 -> WeightKg <= 33.779) & bmi >= 27.634)
",-32.774,-28.731,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"((diabDur <= 6.533) U[0,0] (Triglyc >= 7.788))
",-2.512,-3.133,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0](((age <= 8.862 -> BldPrDia >= 58.770) & WeightKg <= 74.643) & bmiPerc >= 57.019)
",-41.882,-59.230,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0](((AlbCreatRat_mggNew >= 3.188 & BldPrDia <= 72.901) | Pt_MotherT1D >= 56.679) & AutonomicNeuroCl >= 63.805)
",-97.590,-54.238,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0]((diabDur <= 5.610 | LDL <= 27.117) -> bmiPerc >= 7.846)
",-27.117,-27.117,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"G[0,0](((BGTestAvgNumMeter >= 0.345 -> Pt_SHFlg <= 0.000) -> WeightKg >= 0.000) & HDL <= 0.000)
",-0.926,-25.333,0.000,1.000,0.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,1
"F[0,0](((bmiZscore <= 1.020 | diabDur <= 4.735) & Pt_FatherT1D <= 6.815) & Pt_A1cGoalLev >= 2.825)
",121.870,0.174,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
"F[0,0](SMBGperDayPtMeterCombo >= 4.564 & Triglyc >= 1.460)
",-1.460,-1.460,0.000,0.000,1.000,4,0,0,0,4,0,4,0,1.0,0.0,0.0,1.0,1.1428571428571428,-0.1428571428571428,-1
