G[2,2](Chloride >= 3.860 & HCO3 >= 0.466) [Discrimination Score: -1.000; Robustness + : -3.860; Robustness - : -3.860; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 5.497 | Hct <= 13.963) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 139.415 -> WBC >= 0.035) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 8.895 | Hct <= 28.732) -> WBC >= 0.341) & Platelets >= 2.907) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 7.913 & Potassium <= 2.329) & Magnesium >= 0.085) [Discrimination Score: 0.036; Robustness + : -0.076; Robustness - : -0.085; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 3.063 & Potassium < 1.488) & Magnesium < 1.109) & Phosphate < 5.503) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.072 & Magnesium > 0.138) -> Calcium < 3.104) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 80.406) U[1,2] (SBP <= 125.197)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 2.529 & Creatinine >= 0.008) [Discrimination Score: -9.000; Robustness + : -0.008; Robustness - : -0.008; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 0.258 & HCO3 >= 0.302) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 0.606 | Hct <= 25.843) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 249.027 -> WBC >= 0.209) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.971 | Hct <= 14.150) -> WBC >= 0.037) & Platelets >= 6.266) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 0.627 & Potassium <= 3.425) & Magnesium >= 0.127) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 8.136 & Potassium < 2.224) & Magnesium < 1.718) & Phosphate < 2.539) [Discrimination Score: -0.329; Robustness + : 1.494; Robustness - : 1.718; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.011 & Magnesium > 0.151) -> Calcium < 2.017) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 37.921) U[1,1] (SBP <= 144.313)) [Discrimination Score: -7.000; Robustness + : 144.313; Robustness - : 144.313; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](BUN <= 4.516 & Creatinine >= 0.006) [Discrimination Score: -6.000; Robustness + : -0.006; Robustness - : -0.006; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 7.564 & HCO3 >= 0.152) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 1.255 | Hct <= 13.843) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 172.058 -> WBC >= 0.405) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.664 | Hct <= 12.512) -> WBC >= 0.315) & Platelets >= 4.185) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
