G[1,1](Chloride >= 6.954 & HCO3 >= 0.389) [Discrimination Score: -1.000; Robustness + : -6.954; Robustness - : -6.954; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 2.746 | Hct <= 19.278) [Discrimination Score: 5.000; Robustness + : 19.278; Robustness - : 19.278; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 114.042 -> WBC >= 0.231) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 6.636 | Hct <= 19.413) -> WBC >= 0.602) & Platelets >= 4.311) [Discrimination Score: 0.000; Robustness + : -19.413; Robustness - : -19.413; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 5.645 & Potassium <= 0.613) & Magnesium >= 0.161) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.635 & Potassium < 3.744) & Magnesium < 0.337) & Phosphate < 3.627) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.007 & Magnesium > 0.183) -> Calcium < 3.059) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 56.673) U[0,2] (SBP <= 165.737)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 6.898 & Creatinine >= 0.002) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 6.124 & HCO3 >= 0.827) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.326 | Hct <= 23.487) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 150.159 -> WBC >= 0.499) [Discrimination Score: 0.000; Robustness + : -150.159; Robustness - : -150.159; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.048 | Hct <= 21.927) -> WBC >= 0.501) & Platelets >= 2.249) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 7.795 & Potassium <= 2.463) & Magnesium >= 0.023) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 6.675 & Potassium < 1.319) & Magnesium < 1.954) & Phosphate < 1.763) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.074 & Magnesium > 0.090) -> Calcium < 3.124) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 50.986) U[0,1] (SBP <= 131.918)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
