G[0,0](Chloride >= 5.277 & HCO3 >= 0.696) [Discrimination Score: -0.388; Robustness + : -5.484; Robustness - : -4.131; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 7.798 | Hct <= 26.710) [Discrimination Score: 3.000; Robustness + : 26.710; Robustness - : 26.710; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 234.808 -> WBC >= 1.031) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 6.557 | Hct <= 41.025) -> WBC >= 0.810) & Platelets >= 11.978) [Discrimination Score: 4.000; Robustness + : -41.025; Robustness - : -41.025; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 2.918 & Potassium <= 3.476) & Magnesium >= 0.167) [Discrimination Score: -0.156; Robustness + : -2.695; Robustness - : -0.167; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 2.447 & Potassium < 4.426) & Magnesium < 0.790) & Phosphate < 2.315) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.191 & Magnesium > 0.067) -> Calcium < 5.053) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 5.903) U[0,0] (SBP <= 147.881)) [Discrimination Score: -0.336; Robustness + : 154.969; Robustness - : 162.222; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 6.139 & Creatinine >= 0.228) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 9.877 & HCO3 >= 1.462) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 5.536 | Hct <= 40.846) [Discrimination Score: 0.000; Robustness + : 40.846; Robustness - : 40.846; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 222.725 -> WBC >= 0.650) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 0.867 | Hct <= 16.840) -> WBC >= 0.685) & Platelets >= 3.240) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
