G[1,1](Chloride >= 0.922 & HCO3 >= 3.256) [Discrimination Score: -1.500; Robustness + : -3.256; Robustness - : -3.256; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 6.277 | Hct <= 36.035) [Discrimination Score: 0.500; Robustness + : 36.035; Robustness - : 36.035; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 29.850 -> WBC >= 0.127) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 6.486 | Hct <= 10.188) -> WBC >= 0.038) & Platelets >= 7.814) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 7.402 & Potassium <= 3.051) & Magnesium >= 0.033) [Discrimination Score: 1.000; Robustness + : -0.033; Robustness - : -0.033; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.765 & Potassium < 3.819) & Magnesium < 0.995) & Phosphate < 2.671) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.160 & Magnesium > 0.315) -> Calcium < 5.868) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 8.085) U[0,2] (SBP <= 159.323)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](BUN <= 4.390 & Creatinine >= 0.010) [Discrimination Score: -2.500; Robustness + : -0.010; Robustness - : -0.010; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 8.673 & HCO3 >= 0.799) [Discrimination Score: 3.000; Robustness + : -8.673; Robustness - : -8.673; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 10.319 | Hct <= 34.116) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 224.572 -> WBC >= 0.945) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 5.796 | Hct <= 30.395) -> WBC >= 0.439) & Platelets >= 3.012) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 0.976 & Potassium <= 1.973) & Magnesium >= 0.018) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 2.921 & Potassium < 1.960) & Magnesium < 1.525) & Phosphate < 0.577) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
