G[1,1](Chloride >= 12.440 & HCO3 >= 3.083) [Discrimination Score: 12.440; Robustness + : 0.000; Robustness - : -12.440; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 13.308 | Hct <= 23.639) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 80.476 -> WBC >= 0.261) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 4.732 | Hct <= 46.444) -> WBC >= 2.184) & Platelets >= 16.478) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 7.033 & Potassium <= 1.895) & Magnesium >= 0.149) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 5.932 & Potassium < 2.094) & Magnesium < 1.400) & Phosphate < 1.510) [Discrimination Score: -0.722; Robustness + : 0.000; Robustness - : 0.659; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.072 & Magnesium > 0.192) -> Calcium < 3.061) [Discrimination Score: 3.061; Robustness + : 0.000; Robustness - : -3.061; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 48.948) U[2,2] (SBP <= 122.617)) [Discrimination Score: -8628426791608742.000; Robustness + : 0.000; Robustness - : 122.617; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 14.151 & Creatinine >= 0.106) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 17.944 & HCO3 >= 1.517) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 8.286 | Hct <= 24.916) [Discrimination Score: -24.916; Robustness + : 0.000; Robustness - : 24.916; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 145.858 -> WBC >= 2.284) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
