G[0,0](Chloride >= 2.419 & HCO3 >= 0.066) [Discrimination Score: -0.189; Robustness + : -2.241; Robustness - : -1.948; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 1.726 | Hct <= 40.156) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 69.387 -> WBC >= 0.397) [Discrimination Score: -1.000; Robustness + : -69.387; Robustness - : -69.387; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 11.541 | Hct <= 12.166) -> WBC >= 0.312) & Platelets >= 4.447) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 4.068 & Potassium <= 3.842) & Magnesium >= 0.008) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.678 & Potassium < 2.585) & Magnesium < 0.921) & Phosphate < 2.877) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.126 & Magnesium > 0.023) -> Calcium < 5.883) [Discrimination Score: -3.667; Robustness + : -5.883; Robustness - : -5.883; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.192) U[0,2] (SBP <= 139.990)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 13.534 & Creatinine >= 0.002) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 0.691 & HCO3 >= 0.284) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 6.512 | Hct <= 24.314) [Discrimination Score: -6.000; Robustness + : 24.314; Robustness - : 24.314; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 43.371 -> WBC >= 0.729) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 6.930 | Hct <= 5.508) -> WBC >= 0.297) & Platelets >= 1.756) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.262 & Potassium <= 0.311) & Magnesium >= 0.057) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
