G[0,0](Chloride >= 13.175 & HCO3 >= 5.514) [Discrimination Score: 13.175; Robustness + : 0.000; Robustness - : -13.175; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 8.725 | Hct <= 34.871) [Discrimination Score: -34.871; Robustness + : 0.000; Robustness - : 34.871; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 17.570 -> WBC >= 1.737) [Discrimination Score: 17.570; Robustness + : 0.000; Robustness - : -17.570; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 5.871 | Hct <= 13.096) -> WBC >= 1.223) & Platelets >= 13.250) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 5.582 & Potassium <= 1.117) & Magnesium >= 0.040) [Discrimination Score: 0.040; Robustness + : 0.000; Robustness - : -0.040; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 4.478 & Potassium < 1.854) & Magnesium < 0.847) & Phosphate < 1.261) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.215 & Magnesium > 0.146) -> Calcium < 4.935) [Discrimination Score: 4.935; Robustness + : 0.000; Robustness - : -4.935; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 68.592) U[0,1] (SBP <= 136.048)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 6.773 & Creatinine >= 0.094) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 14.121 & HCO3 >= 2.960) [Discrimination Score: 14.121; Robustness + : 0.000; Robustness - : -14.121; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 4.531 | Hct <= 25.526) [Discrimination Score: -25.526; Robustness + : 0.000; Robustness - : 25.526; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 114.053 -> WBC >= 0.509) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 8.167 | Hct <= 31.071) -> WBC >= 0.252) & Platelets >= 14.971) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
