G[2,2](Chloride >= 5.256 & HCO3 >= 2.708) [Discrimination Score: 5.256; Robustness + : 0.000; Robustness - : -5.256; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 0.926 | Hct <= 23.698) [Discrimination Score: -23.698; Robustness + : 0.000; Robustness - : 23.698; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 30.178 -> WBC >= 0.716) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](((Hgb <= 7.646 | Hct <= 22.791) -> WBC >= 0.133) & Platelets >= 1.739) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 9.138 & Potassium <= 2.338) & Magnesium >= 0.124) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1](((Calcium < 4.069 & Potassium < 4.104) & Magnesium < 0.402) & Phosphate < 3.052) [Discrimination Score: -0.402; Robustness + : 0.000; Robustness - : 0.402; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.419 & Magnesium > 0.113) -> Calcium < 5.707) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 8.581) U[0,2] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 27.009 & Creatinine >= 0.050) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 9.483 & HCO3 >= 1.263) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 7.620 | Hct <= 5.364) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 13.950 -> WBC >= 0.286) [Discrimination Score: 1.398; Robustness + : 0.000; Robustness - : -23.766; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](((Hgb <= 5.688 | Hct <= 14.691) -> WBC >= 0.096) & Platelets >= 4.726) [Discrimination Score: 14.691; Robustness + : 0.000; Robustness - : -14.691; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 7.338 & Potassium <= 2.386) & Magnesium >= 0.151) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 9.136 & Potassium < 2.425) & Magnesium < 0.971) & Phosphate < 2.203) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.284 & Magnesium > 0.163) -> Calcium < 2.727) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 22.358) U[0,1] (SBP <= 0.000)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 13.554 & Creatinine >= 0.057) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](Chloride >= 9.041 & HCO3 >= 3.219) [Discrimination Score: 3.009; Robustness + : 0.000; Robustness - : -7.585; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 7.806 | Hct <= 10.257) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 7.939 -> WBC >= 0.654) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 1.419 | Hct <= 24.091) -> WBC >= 0.393) & Platelets >= 1.382) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 4.294 & Potassium <= 3.041) & Magnesium >= 0.184) [Discrimination Score: 0.184; Robustness + : 0.000; Robustness - : -0.184; Percent Class + : 0.000; Percent Class - : 1.000]
