G[2,2](Chloride >= 4.145 & HCO3 >= 1.769) [Discrimination Score: 4.145; Robustness + : 0.000; Robustness - : -4.145; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 7.323 | Hct <= 8.066) [Discrimination Score: -8.066; Robustness + : 0.000; Robustness - : 8.066; Percent Class + : 0.000; Percent Class - : 1.000]
G[2,2](Platelets <= 536.236 -> WBC >= 2.004) [Discrimination Score: 536.236; Robustness + : 0.000; Robustness - : -536.236; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 2.569 | Hct <= 13.907) -> WBC >= 3.049) & Platelets >= 17.359) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 2.244 & Potassium <= 2.779) & Magnesium >= 0.093) [Discrimination Score: 7.967; Robustness + : 0.000; Robustness - : -0.100; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 1.312 & Potassium < 0.665) & Magnesium < 1.355) & Phosphate < 0.650) [Discrimination Score: -0.650; Robustness + : 0.000; Robustness - : 0.650; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.129 & Magnesium > 0.140) -> Calcium < 6.276) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 9.738) U[1,2] (SBP <= 147.089)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](BUN <= 37.719 & Creatinine >= 0.180) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 10.149 & HCO3 >= 1.768) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2](Hgb <= 8.118 | Hct <= 22.082) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 189.553 -> WBC >= 2.448) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 10.698 | Hct <= 3.621) -> WBC >= 2.657) & Platelets >= 51.506) [Discrimination Score: 51.506; Robustness + : 0.000; Robustness - : -51.506; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 4.214 & Potassium <= 1.163) & Magnesium >= 0.057) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0](((Calcium < 1.920 & Potassium < 3.408) & Magnesium < 1.338) & Phosphate < 2.815) [Discrimination Score: -0.611; Robustness + : 0.000; Robustness - : 0.688; Percent Class + : 0.000; Percent Class - : 1.000]
