G[1,1](Chloride >= 2.940 & HCO3 >= 1.540) [Discrimination Score: 2.940; Robustness + : 0.000; Robustness - : -2.940; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 9.991 | Hct <= 19.912) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 47.419 -> WBC >= 0.136) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 1.526 | Hct <= 26.745) -> WBC >= 0.973) & Platelets >= 17.153) [Discrimination Score: 26.745; Robustness + : 0.000; Robustness - : -26.745; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 6.375 & Potassium <= 2.004) & Magnesium >= 0.056) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 1.844 & Potassium < 3.506) & Magnesium < 1.052) & Phosphate < 2.653) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.105 & Magnesium > 0.163) -> Calcium < 5.554) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 32.933) U[0,1] (SBP <= 104.075)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 7.634 & Creatinine >= 0.180) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](Chloride >= 5.045 & HCO3 >= 1.745) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 4.310 | Hct <= 30.995) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 82.296 -> WBC >= 0.119) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 7.640 | Hct <= 29.888) -> WBC >= 0.777) & Platelets >= 10.838) [Discrimination Score: 7.007; Robustness + : 0.000; Robustness - : -32.571; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 1.794 & Potassium <= 1.280) & Magnesium >= 0.147) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 4.887 & Potassium < 3.128) & Magnesium < 1.266) & Phosphate < 3.640) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.442 & Magnesium > 0.145) -> Calcium < 5.170) [Discrimination Score: 5.170; Robustness + : 0.000; Robustness - : -5.170; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 15.395) U[0,2] (SBP <= 102.912)) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 3.368 & Creatinine >= 0.123) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 4.780 & HCO3 >= 0.414) [Discrimination Score: 4.780; Robustness + : 0.000; Robustness - : -4.780; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 9.448 | Hct <= 12.131) [Discrimination Score: -12.131; Robustness + : 0.000; Robustness - : 12.131; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 71.783 -> WBC >= 0.793) [Discrimination Score: 71.783; Robustness + : 0.000; Robustness - : -71.783; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 5.850 | Hct <= 24.223) -> WBC >= 0.084) & Platelets >= 6.066) [Discrimination Score: -9999999.000; Robustness + : 0.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2]((Calcium <= 7.674 & Potassium <= 2.508) & Magnesium >= 0.140) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 1.010 & Potassium < 2.280) & Magnesium < 0.802) & Phosphate < 2.188) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1]((Phosphate >= 0.470 & Magnesium > 0.001) -> Calcium < 7.212) [Discrimination Score: 9999999.000; Robustness + : 0.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
