G[1,1](Chloride >= 3.205 & HCO3 >= 0.919) [Discrimination Score: -3.000; Robustness + : -3.205; Robustness - : -3.205; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2](Hgb <= 5.723 | Hct <= 16.446) [Discrimination Score: -0.000; Robustness + : 16.446; Robustness - : 16.446; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 226.751 -> WBC >= 1.096) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 6.570 | Hct <= 28.029) -> WBC >= 0.739) & Platelets >= 8.202) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1]((Calcium <= 2.338 & Potassium <= 0.558) & Magnesium >= 0.082) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 6.202 & Potassium < 1.262) & Magnesium < 0.112) & Phosphate < 4.888) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.153 & Magnesium > 0.094) -> Calcium < 3.599) [Discrimination Score: -0.000; Robustness + : -3.599; Robustness - : -3.599; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 56.774) U[0,0] (SBP <= 171.695)) [Discrimination Score: -0.078; Robustness + : 159.760; Robustness - : 162.348; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 22.275 & Creatinine >= 0.007) [Discrimination Score: 0.229; Robustness + : 1.107; Robustness - : -0.007; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](Chloride >= 4.580 & HCO3 >= 0.438) [Discrimination Score: 0.000; Robustness + : -4.580; Robustness - : -4.580; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 5.814 | Hct <= 17.388) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
