G[2,2](Chloride >= 4.775 & HCO3 >= 1.303) [Discrimination Score: -0.000; Robustness + : -4.775; Robustness - : -4.775; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,1](Hgb <= 11.047 | Hct <= 30.340) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](Platelets <= 96.129 -> WBC >= 0.501) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 1.867 | Hct <= 9.014) -> WBC >= 0.541) & Platelets >= 9.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[2,2]((Calcium <= 2.265 & Potassium <= 6.132) & Magnesium >= 0.147) [Discrimination Score: 0.000; Robustness + : -0.147; Robustness - : -0.147; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2](((Calcium < 6.080 & Potassium < 0.714) & Magnesium < 0.825) & Phosphate < 5.536) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2]((Phosphate >= 0.377 & Magnesium > 0.155) -> Calcium < 8.882) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 32.848) U[0,1] (SBP <= 122.264)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 27.596 & Creatinine >= 0.606) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 5.645 & HCO3 >= 1.080) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1](Hgb <= 8.846 | Hct <= 35.385) [Discrimination Score: 2.000; Robustness + : 35.385; Robustness - : 35.385; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 76.621 -> WBC >= 0.382) [Discrimination Score: -2.000; Robustness + : -76.621; Robustness - : -76.621; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 6.098 | Hct <= 11.562) -> WBC >= 0.642) & Platelets >= 7.618) [Discrimination Score: -2.000; Robustness + : -11.562; Robustness - : -11.562; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 5.814 & Potassium <= 1.266) & Magnesium >= 0.122) [Discrimination Score: -0.237; Robustness + : -4.369; Robustness - : -0.122; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 5.119 & Potassium < 6.370) & Magnesium < 0.414) & Phosphate < 8.800) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,2]((Phosphate >= 0.374 & Magnesium > 0.002) -> Calcium < 0.847) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 9.600) U[2,2] (SBP <= 133.733)) [Discrimination Score: -1.000; Robustness + : 133.733; Robustness - : 133.733; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](BUN <= 75.355 & Creatinine >= 0.067) [Discrimination Score: 0.250; Robustness + : 4.135; Robustness - : -0.067; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](Chloride >= 5.876 & HCO3 >= 1.280) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 7.662 | Hct <= 20.013) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 146.648 -> WBC >= 0.155) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[2,2](((Hgb <= 8.853 | Hct <= 10.151) -> WBC >= 0.495) & Platelets >= 13.480) [Discrimination Score: -3.000; Robustness + : -13.480; Robustness - : -13.480; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,1]((Calcium <= 1.066 & Potassium <= 1.731) & Magnesium >= 0.135) [Discrimination Score: 0.000; Robustness + : -0.135; Robustness - : -0.135; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,2](((Calcium < 1.026 & Potassium < 0.868) & Magnesium < 0.636) & Phosphate < 7.490) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[1,1]((Phosphate >= 0.299 & Magnesium > 0.073) -> Calcium < 3.212) [Discrimination Score: -0.000; Robustness + : -3.212; Robustness - : -3.212; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 10.577) U[1,2] (SBP <= 115.173)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](BUN <= 46.108 & Creatinine >= 0.341) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,1](Chloride >= 6.538 & HCO3 >= 0.556) [Discrimination Score: -2.000; Robustness + : -6.538; Robustness - : -6.538; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 5.084 | Hct <= 6.167) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,1](Platelets <= 139.409 -> WBC >= 0.670) [Discrimination Score: 0.000; Robustness + : -139.409; Robustness - : -139.409; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,0](((Hgb <= 6.499 | Hct <= 34.214) -> WBC >= 0.217) & Platelets >= 8.306) [Discrimination Score: -0.393; Robustness + : -40.924; Robustness - : -34.214; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,2]((Calcium <= 6.038 & Potassium <= 4.773) & Magnesium >= 0.165) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2](((Calcium < 2.850 & Potassium < 6.266) & Magnesium < 0.673) & Phosphate < 0.495) [Discrimination Score: 0.000; Robustness + : 0.495; Robustness - : 0.495; Percent Class + : 0.000; Percent Class - : 1.000]
F[2,2]((Phosphate >= 0.004 & Magnesium > 0.065) -> Calcium < 5.273) [Discrimination Score: -2.000; Robustness + : -5.273; Robustness - : -5.273; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 1.028) U[0,1] (SBP <= 128.725)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 50.363 & Creatinine >= 0.549) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 10.166 & HCO3 >= 0.522) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 2.126 | Hct <= 25.226) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,2](Platelets <= 35.233 -> WBC >= 0.553) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,1](((Hgb <= 2.008 | Hct <= 33.263) -> WBC >= 0.579) & Platelets >= 15.381) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
