G[1,1](Chloride >= 6.765 & HCO3 >= 1.855) [Discrimination Score: -1.000; Robustness + : -6.765; Robustness - : -6.765; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0](Hgb <= 6.893 | Hct <= 7.204) [Discrimination Score: 1.000; Robustness + : 7.204; Robustness - : 7.204; Percent Class + : 0.000; Percent Class - : 1.000]
G[1,2](Platelets <= 192.108 -> WBC >= 0.012) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.864 | Hct <= 2.587) -> WBC >= 1.108) & Platelets >= 13.836) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[0,0]((Calcium <= 1.766 & Potassium <= 3.842) & Magnesium >= 0.203) [Discrimination Score: 0.000; Robustness + : -0.203; Robustness - : -0.203; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,1](((Calcium < 4.743 & Potassium < 2.127) & Magnesium < 1.728) & Phosphate < 0.413) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
F[0,0]((Phosphate >= 0.115 & Magnesium > 0.251) -> Calcium < 5.520) [Discrimination Score: 0.000; Robustness + : -5.520; Robustness - : -5.520; Percent Class + : 0.000; Percent Class - : 1.000]
((MAP >= 53.817) U[0,1] (SBP <= 111.125)) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,1](BUN <= 34.865 & Creatinine >= 0.133) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
G[0,2](Chloride >= 13.575 & HCO3 >= 1.670) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
F[1,2](Hgb <= 6.540 | Hct <= 26.283) [Discrimination Score: 0.000; Robustness + : -9999999.000; Robustness - : -9999999.000; Percent Class + : 0.000; Percent Class - : 1.000]
G[0,0](Platelets <= 86.839 -> WBC >= 0.066) [Discrimination Score: -0.000; Robustness + : -86.839; Robustness - : -86.839; Percent Class + : 1.000; Percent Class - : 0.000]
G[1,2](((Hgb <= 4.406 | Hct <= 14.118) -> WBC >= 1.048) & Platelets >= 8.453) [Discrimination Score: 0.000; Robustness + : 9999999.000; Robustness - : 9999999.000; Percent Class + : 1.000; Percent Class - : 0.000]
